gen,mean p,sigma p,max p
3764,0.5279,0.0143,0.5504
3765,0.5279,0.0142,0.5504
3766,0.5280,0.0142,0.5504
3767,0.5282,0.0142,0.5498
3768,0.5284,0.0142,0.5499
3769,0.5285,0.0143,0.5525
3770,0.5287,0.0142,0.5499
3771,0.5285,0.0143,0.5543
3772,0.5285,0.0142,0.5499
3773,0.5286,0.0142,0.5511
3774,0.5285,0.0143,0.5528
3775,0.5283,0.0147,0.5501
3776,0.5280,0.0148,0.5501
3777,0.5280,0.0149,0.5508
3778,0.5280,0.0149,0.5491
3779,0.5281,0.0147,0.5524
3780,0.5277,0.0144,0.5524
3781,0.5275,0.0140,0.5498
3782,0.5274,0.0137,0.5526
3783,0.5276,0.0137,0.5526
3784,0.5279,0.0138,0.5526
3785,0.5280,0.0139,0.5567
3786,0.5281,0.0139,0.5567
3787,0.5283,0.0138,0.5567
3788,0.5284,0.0136,0.5567
3789,0.5283,0.0135,0.5567
3790,0.5283,0.0136,0.5567
3791,0.5283,0.0136,0.5567
3792,0.5285,0.0137,0.5567
3793,0.5287,0.0136,0.5567
3794,0.5288,0.0137,0.5567
3795,0.5286,0.0140,0.5567
3796,0.5288,0.0141,0.5567
3797,0.5286,0.0145,0.5567
3798,0.5284,0.0148,0.5567
3799,0.5283,0.0151,0.5567
3800,0.5285,0.0151,0.5567
3801,0.5286,0.0149,0.5567
3802,0.5286,0.0149,0.5567
3803,0.5285,0.0148,0.5567
3804,0.5283,0.0146,0.5567
3805,0.5284,0.0144,0.5567
3806,0.5285,0.0145,0.5567
3807,0.5286,0.0146,0.5567
3808,0.5288,0.0147,0.5567
3809,0.5290,0.0147,0.5567
3810,0.5291,0.0147,0.5567
3811,0.5293,0.0148,0.5594
3812,0.5293,0.0149,0.5594
3813,0.5293,0.0148,0.5594
3814,0.5292,0.0147,0.5567
3815,0.5291,0.0146,0.5567
3816,0.5292,0.0148,0.5567
3817,0.5297,0.0150,0.5574
3818,0.5299,0.0149,0.5567
3819,0.5303,0.0148,0.5567
3820,0.5301,0.0149,0.5567
3821,0.5300,0.0150,0.5601
3822,0.5302,0.0149,0.5595
3823,0.5305,0.0150,0.5595
3824,0.5305,0.0151,0.5555
3825,0.5306,0.0151,0.5606
3826,0.5307,0.0152,0.5610
3827,0.5309,0.0152,0.5579
3828,0.5315,0.0149,0.5606
3829,0.5317,0.0149,0.5606
3830,0.5317,0.0147,0.5545
3831,0.5317,0.0147,0.5512
3832,0.5316,0.0150,0.5577
3833,0.5317,0.0152,0.5577
3834,0.5318,0.0152,0.5606
3835,0.5317,0.0153,0.5579
3836,0.5318,0.0153,0.5580
3837,0.5318,0.0154,0.5580
3838,0.5320,0.0152,0.5579
3839,0.5322,0.0151,0.5579
3840,0.5322,0.0151,0.5579
3841,0.5323,0.0149,0.5591
3842,0.5320,0.0147,0.5579
3843,0.5317,0.0145,0.5579
3844,0.5316,0.0147,0.5579
3845,0.5316,0.0147,0.5579
3846,0.5318,0.0145,0.5579
3847,0.5319,0.0144,0.5579
3848,0.5317,0.0145,0.5579
3849,0.5319,0.0144,0.5596
3850,0.5320,0.0142,0.5609
3851,0.5322,0.0141,0.5579
3852,0.5324,0.0140,0.5579
3853,0.5325,0.0137,0.5579
3854,0.5325,0.0138,0.5579
3855,0.5327,0.0139,0.5579
3856,0.5327,0.0141,0.5579
3857,0.5327,0.0139,0.5579
3858,0.5329,0.0141,0.5579
3859,0.5331,0.0142,0.5579
3860,0.5330,0.0142,0.5646
3861,0.5330,0.0141,0.5579
3862,0.5332,0.0141,0.5579
3863,0.5331,0.0142,0.5637
3864,0.5331,0.0142,0.5579
3865,0.5332,0.0140,0.5579
3866,0.5335,0.0141,0.5579
3867,0.5336,0.0142,0.5629
3868,0.5337,0.0142,0.5629
3869,0.5338,0.0144,0.5629
3870,0.5339,0.0142,0.5587
3871,0.5340,0.0143,0.5579
3872,0.5341,0.0142,0.5586
3873,0.5341,0.0143,0.5586
3874,0.5342,0.0143,0.5579
3875,0.5342,0.0143,0.5579
3876,0.5343,0.0144,0.5579
3877,0.5342,0.0143,0.5579
3878,0.5343,0.0143,0.5579
3879,0.5345,0.0143,0.5579
3880,0.5346,0.0144,0.5611
3881,0.5346,0.0145,0.5611
3882,0.5347,0.0146,0.5611
3883,0.5347,0.0147,0.5594
3884,0.5346,0.0148,0.5661
3885,0.5347,0.0149,0.5661
3886,0.5344,0.0150,0.5661
3887,0.5341,0.0149,0.5652
3888,0.5344,0.0149,0.5579
3889,0.5345,0.0148,0.5583
3890,0.5346,0.0147,0.5598
3891,0.5346,0.0148,0.5579
3892,0.5350,0.0148,0.5588
3893,0.5354,0.0148,0.5614
3894,0.5354,0.0148,0.5579
3895,0.5352,0.0148,0.5579
3896,0.5352,0.0150,0.5579
3897,0.5353,0.0150,0.5661
3898,0.5355,0.0149,0.5605
3899,0.5356,0.0148,0.5607
3900,0.5357,0.0150,0.5605
3901,0.5361,0.0151,0.5605
3902,0.5361,0.0150,0.5605
3903,0.5361,0.0149,0.5606
3904,0.5362,0.0149,0.5605
3905,0.5361,0.0148,0.5605
3906,0.5360,0.0145,0.5605
3907,0.5363,0.0144,0.5605
3908,0.5364,0.0146,0.5632
3909,0.5363,0.0146,0.5579
3910,0.5363,0.0147,0.5582
3911,0.5365,0.0148,0.5582
3912,0.5368,0.0150,0.5595
3913,0.5370,0.0150,0.5582
3914,0.5372,0.0153,0.5582
3915,0.5375,0.0154,0.5582
3916,0.5376,0.0153,0.5608
3917,0.5370,0.0158,0.5582
3918,0.5360,0.0164,0.5603
3919,0.5362,0.0162,0.5608
3920,0.5366,0.0157,0.5608
3921,0.5369,0.0156,0.5608
3922,0.5373,0.0156,0.5583
3923,0.5374,0.0155,0.5592
3924,0.5376,0.0153,0.5604
3925,0.5379,0.0153,0.5668
3926,0.5379,0.0150,0.5668
3927,0.5378,0.0151,0.5594
3928,0.5378,0.0152,0.5594
3929,0.5380,0.0148,0.5657
3930,0.5384,0.0143,0.5636
3931,0.5383,0.0141,0.5603
3932,0.5381,0.0141,0.5603
3933,0.5380,0.0139,0.5638
3934,0.5381,0.0139,0.5594
3935,0.5382,0.0141,0.5582
3936,0.5378,0.0148,0.5582
3937,0.5376,0.0149,0.5582
3938,0.5372,0.0151,0.5582
3939,0.5373,0.0149,0.5614
3940,0.5374,0.0147,0.5614
3941,0.5377,0.0145,0.5582
3942,0.5376,0.0146,0.5592
3943,0.5380,0.0144,0.5582
3944,0.5380,0.0145,0.5582
3945,0.5380,0.0145,0.5608
3946,0.5381,0.0144,0.5608
3947,0.5381,0.0145,0.5608
3948,0.5383,0.0142,0.5608
3949,0.5384,0.0140,0.5608
3950,0.5384,0.0140,0.5609
3951,0.5382,0.0141,0.5647
3952,0.5382,0.0139,0.5609
3953,0.5383,0.0139,0.5631
3954,0.5385,0.0138,0.5608
3955,0.5388,0.0139,0.5608
3956,0.5389,0.0139,0.5608
3957,0.5393,0.0132,0.5633
3958,0.5394,0.0132,0.5671
3959,0.5395,0.0131,0.5608
3960,0.5398,0.0127,0.5608
3961,0.5400,0.0123,0.5609
3962,0.5400,0.0122,0.5609
3963,0.5401,0.0120,0.5582
3964,0.5401,0.0120,0.5582
3965,0.5400,0.0119,0.5582
3966,0.5400,0.0117,0.5582
3967,0.5402,0.0115,0.5610
3968,0.5403,0.0116,0.5582
3969,0.5402,0.0116,0.5582
3970,0.5402,0.0116,0.5582
3971,0.5403,0.0117,0.5590
3972,0.5402,0.0118,0.5582
3973,0.5399,0.0122,0.5593
3974,0.5400,0.0122,0.5559
3975,0.5401,0.0122,0.5579
3976,0.5403,0.0121,0.5579
3977,0.5403,0.0121,0.5529
3978,0.5403,0.0122,0.5574
3979,0.5402,0.0124,0.5577
3980,0.5403,0.0124,0.5577
3981,0.5404,0.0124,0.5599
3982,0.5403,0.0123,0.5570
3983,0.5405,0.0123,0.5603
3984,0.5409,0.0121,0.5603
3985,0.5410,0.0122,0.5607
3986,0.5409,0.0121,0.5573
3987,0.5410,0.0121,0.5569
3988,0.5410,0.0122,0.5543
3989,0.5412,0.0121,0.5580
3990,0.5412,0.0121,0.5577
3991,0.5410,0.0121,0.5586
3992,0.5411,0.0121,0.5549
3993,0.5412,0.0121,0.5598
3994,0.5413,0.0121,0.5618
3995,0.5412,0.0121,0.5585
3996,0.5413,0.0120,0.5575
3997,0.5414,0.0120,0.5603
3998,0.5414,0.0121,0.5584
3999,0.5414,0.0121,0.5584
4000,0.5414,0.0120,0.5610
4001,0.5415,0.0121,0.5583
4002,0.5415,0.0121,0.5577
4003,0.5414,0.0121,0.5564
4004,0.5415,0.0120,0.5538
4005,0.5413,0.0122,0.5538
4006,0.5413,0.0122,0.5580
4007,0.5413,0.0123,0.5580
4008,0.5412,0.0123,0.5580
4009,0.5414,0.0121,0.5601
4010,0.5415,0.0121,0.5561
4011,0.5415,0.0121,0.5559
4012,0.5415,0.0120,0.5541
4013,0.5416,0.0119,0.5567
4014,0.5415,0.0119,0.5585
4015,0.5415,0.0119,0.5575
4016,0.5416,0.0119,0.5589
4017,0.5418,0.0119,0.5578
4018,0.5419,0.0119,0.5578
4019,0.5421,0.0117,0.5574
4020,0.5420,0.0118,0.5584
4021,0.5419,0.0117,0.5573
4022,0.5420,0.0116,0.5573
4023,0.5420,0.0114,0.5581
4024,0.5419,0.0113,0.5563
4025,0.5418,0.0113,0.5573
4026,0.5418,0.0112,0.5603
4027,0.5419,0.0112,0.5603
4028,0.5419,0.0111,0.5579
4029,0.5415,0.0115,0.5570
4030,0.5415,0.0117,0.5584
4031,0.5413,0.0120,0.5575
4032,0.5416,0.0117,0.5561
4033,0.5416,0.0118,0.5577
4034,0.5417,0.0118,0.5588
4035,0.5419,0.0116,0.5603
4036,0.5421,0.0114,0.5603
4037,0.5424,0.0112,0.5565
4038,0.5425,0.0111,0.5651
4039,0.5426,0.0111,0.5651
4040,0.5425,0.0112,0.5651
4041,0.5421,0.0110,0.5651
4042,0.5417,0.0110,0.5651
4043,0.5414,0.0109,0.5651
4044,0.5414,0.0109,0.5651
4045,0.5415,0.0107,0.5651
4046,0.5412,0.0106,0.5651
4047,0.5413,0.0104,0.5651
4048,0.5414,0.0104,0.5651
4049,0.5413,0.0104,0.5651
4050,0.5413,0.0104,0.5651
4051,0.5413,0.0103,0.5589
4052,0.5411,0.0104,0.5582
4053,0.5413,0.0106,0.5578
4054,0.5414,0.0106,0.5606
4055,0.5414,0.0106,0.5606
4056,0.5415,0.0106,0.5583
4057,0.5415,0.0109,0.5583
4058,0.5414,0.0113,0.5583
4059,0.5418,0.0120,0.5606
4060,0.5423,0.0123,0.5588
4061,0.5427,0.0123,0.5642
4062,0.5427,0.0124,0.5643
4063,0.5427,0.0124,0.5642
4064,0.5426,0.0125,0.5642
4065,0.5429,0.0123,0.5623
4066,0.5430,0.0122,0.5659
4067,0.5431,0.0123,0.5596
4068,0.5433,0.0122,0.5583
4069,0.5434,0.0123,0.5661
4070,0.5436,0.0123,0.5661
4071,0.5436,0.0124,0.5578
4072,0.5437,0.0123,0.5629
4073,0.5439,0.0124,0.5654
4074,0.5436,0.0131,0.5638
4075,0.5432,0.0137,0.5671
4076,0.5432,0.0140,0.5627
4077,0.5433,0.0139,0.5662
4078,0.5434,0.0139,0.5649
4079,0.5435,0.0137,0.5659
4080,0.5437,0.0139,0.5633
4081,0.5439,0.0136,0.5620
4082,0.5437,0.0138,0.5674
4083,0.5432,0.0144,0.5646
4084,0.5433,0.0149,0.5669
4085,0.5431,0.0152,0.5669
4086,0.5431,0.0152,0.5669
4087,0.5434,0.0152,0.5669
4088,0.5436,0.0149,0.5669
4089,0.5437,0.0148,0.5669
4090,0.5438,0.0145,0.5662
4091,0.5438,0.0145,0.5662
4092,0.5440,0.0146,0.5651
4093,0.5444,0.0146,0.5665
4094,0.5447,0.0144,0.5665
4095,0.5449,0.0141,0.5665
4096,0.5454,0.0139,0.5665
4097,0.5457,0.0139,0.5646
4098,0.5458,0.0138,0.5606
4099,0.5459,0.0138,0.5629
4100,0.5463,0.0138,0.5659
4101,0.5467,0.0136,0.5659
4102,0.5469,0.0137,0.5659
4103,0.5469,0.0138,0.5659
4104,0.5469,0.0138,0.5669
4105,0.5472,0.0138,0.5665
4106,0.5475,0.0135,0.5667
4107,0.5478,0.0133,0.5663
4108,0.5479,0.0132,0.5655
4109,0.5478,0.0132,0.5605
4110,0.5480,0.0132,0.5639
4111,0.5481,0.0132,0.5639
4112,0.5485,0.0132,0.5663
4113,0.5486,0.0132,0.5675
4114,0.5487,0.0132,0.5728
4115,0.5488,0.0131,0.5671
4116,0.5488,0.0132,0.5671
4117,0.5488,0.0135,0.5652
4118,0.5489,0.0136,0.5670
4119,0.5490,0.0133,0.5650
4120,0.5492,0.0135,0.5664
4121,0.5494,0.0135,0.5668
4122,0.5496,0.0134,0.5650
4123,0.5498,0.0131,0.5672
4124,0.5499,0.0131,0.5673
4125,0.5498,0.0131,0.5646
4126,0.5498,0.0131,0.5641
4127,0.5499,0.0131,0.5672
4128,0.5498,0.0133,0.5671
4129,0.5500,0.0132,0.5673
4130,0.5500,0.0132,0.5673
4131,0.5502,0.0132,0.5685
4132,0.5501,0.0132,0.5702
4133,0.5501,0.0132,0.5671
4134,0.5500,0.0134,0.5672
4135,0.5501,0.0134,0.5704
4136,0.5500,0.0133,0.5673
4137,0.5502,0.0132,0.5646
4138,0.5504,0.0132,0.5629
4139,0.5504,0.0132,0.5624
4140,0.5507,0.0129,0.5662
4141,0.5508,0.0129,0.5673
4142,0.5510,0.0129,0.5668
4143,0.5509,0.0128,0.5669
4144,0.5509,0.0127,0.5669
4145,0.5509,0.0127,0.5663
4146,0.5511,0.0128,0.5702
4147,0.5514,0.0126,0.5658
4148,0.5516,0.0127,0.5665
4149,0.5526,0.0115,0.5665
4150,0.5527,0.0116,0.5665
4151,0.5529,0.0116,0.5728
4152,0.5529,0.0115,0.5728
4153,0.5529,0.0116,0.5728
4154,0.5530,0.0116,0.5728
4155,0.5532,0.0116,0.5694
4156,0.5531,0.0115,0.5694
4157,0.5533,0.0115,0.5694
4158,0.5532,0.0115,0.5694
4159,0.5531,0.0116,0.5708
4160,0.5530,0.0119,0.5708
4161,0.5531,0.0120,0.5695
4162,0.5532,0.0120,0.5723
4163,0.5533,0.0117,0.5717
4164,0.5535,0.0116,0.5694
4165,0.5536,0.0114,0.5694
4166,0.5537,0.0114,0.5694
4167,0.5539,0.0114,0.5694
4168,0.5539,0.0114,0.5739
4169,0.5542,0.0113,0.5699
4170,0.5543,0.0113,0.5703
4171,0.5542,0.0115,0.5699
4172,0.5543,0.0113,0.5699
4173,0.5541,0.0114,0.5773
4174,0.5543,0.0112,0.5729
4175,0.5545,0.0111,0.5688
4176,0.5545,0.0112,0.5734
4177,0.5545,0.0111,0.5705
4178,0.5546,0.0111,0.5720
4179,0.5546,0.0111,0.5673
4180,0.5547,0.0110,0.5735
4181,0.5549,0.0110,0.5735
4182,0.5549,0.0109,0.5699
4183,0.5549,0.0109,0.5740
4184,0.5550,0.0109,0.5694
4185,0.5551,0.0110,0.5735
4186,0.5550,0.0111,0.5703
4187,0.5548,0.0111,0.5738
4188,0.5548,0.0111,0.5694
4189,0.5547,0.0111,0.5779
4190,0.5546,0.0112,0.5729
4191,0.5548,0.0112,0.5715
4192,0.5549,0.0113,0.5726
4193,0.5550,0.0112,0.5737
4194,0.5551,0.0112,0.5728
4195,0.5552,0.0113,0.5731
4196,0.5553,0.0113,0.5768
4197,0.5553,0.0114,0.5768
4198,0.5552,0.0114,0.5768
4199,0.5553,0.0112,0.5751
4200,0.5554,0.0111,0.5720
4201,0.5557,0.0110,0.5730
4202,0.5558,0.0111,0.5720
4203,0.5558,0.0111,0.5720
4204,0.5559,0.0111,0.5732
4205,0.5558,0.0111,0.5746
4206,0.5557,0.0113,0.5720
4207,0.5557,0.0113,0.5720
4208,0.5558,0.0112,0.5760
4209,0.5558,0.0112,0.5819
4210,0.5558,0.0112,0.5721
4211,0.5559,0.0112,0.5720
4212,0.5560,0.0112,0.5723
4213,0.5562,0.0113,0.5746
4214,0.5563,0.0112,0.5738
4215,0.5563,0.0113,0.5723
4216,0.5564,0.0113,0.5750
4217,0.5564,0.0113,0.5752
4218,0.5563,0.0113,0.5720
4219,0.5562,0.0117,0.5720
4220,0.5563,0.0115,0.5720
4221,0.5564,0.0115,0.5724
4222,0.5563,0.0114,0.5720
4223,0.5564,0.0114,0.5726
4224,0.5564,0.0114,0.5750
4225,0.5563,0.0113,0.5727
4226,0.5563,0.0112,0.5732
4227,0.5562,0.0112,0.5744
4228,0.5563,0.0111,0.5727
4229,0.5563,0.0111,0.5729
4230,0.5565,0.0111,0.5729
4231,0.5566,0.0111,0.5730
4232,0.5567,0.0111,0.5720
4233,0.5567,0.0110,0.5720
4234,0.5565,0.0110,0.5698
4235,0.5566,0.0110,0.5731
4236,0.5567,0.0110,0.5704
4237,0.5568,0.0109,0.5734
4238,0.5569,0.0109,0.5734
4239,0.5567,0.0113,0.5755
4240,0.5563,0.0117,0.5755
4241,0.5561,0.0121,0.5755
4242,0.5562,0.0121,0.5736
4243,0.5563,0.0121,0.5736
4244,0.5567,0.0118,0.5734
4245,0.5567,0.0119,0.5734
4246,0.5568,0.0118,0.5716
4247,0.5569,0.0117,0.5716
4248,0.5568,0.0117,0.5716
4249,0.5569,0.0119,0.5749
4250,0.5571,0.0118,0.5749
4251,0.5573,0.0118,0.5749
4252,0.5573,0.0115,0.5804
4253,0.5573,0.0115,0.5760
4254,0.5576,0.0113,0.5751
4255,0.5578,0.0111,0.5771
4256,0.5580,0.0109,0.5748
4257,0.5581,0.0110,0.5737
4258,0.5583,0.0110,0.5731
4259,0.5584,0.0112,0.5812
4260,0.5584,0.0112,0.5726
4261,0.5584,0.0112,0.5766
4262,0.5582,0.0114,0.5739
4263,0.5583,0.0113,0.5716
4264,0.5584,0.0113,0.5745
4265,0.5583,0.0119,0.5732
4266,0.5575,0.0138,0.5735
4267,0.5574,0.0138,0.5770
4268,0.5576,0.0137,0.5770
4269,0.5580,0.0133,0.5770
4270,0.5583,0.0129,0.5770
4271,0.5587,0.0122,0.5812
4272,0.5589,0.0119,0.5812
4273,0.5590,0.0118,0.5812
4274,0.5589,0.0119,0.5730
4275,0.5590,0.0115,0.5716
4276,0.5592,0.0116,0.5746
4277,0.5592,0.0117,0.5746
4278,0.5593,0.0115,0.5716
4279,0.5593,0.0114,0.5748
4280,0.5596,0.0111,0.5770
4281,0.5596,0.0111,0.5812
4282,0.5597,0.0111,0.5787
4283,0.5598,0.0111,0.5766
4284,0.5597,0.0111,0.5766
4285,0.5597,0.0110,0.5732
4286,0.5599,0.0108,0.5778
4287,0.5600,0.0109,0.5778
4288,0.5600,0.0109,0.5778
4289,0.5600,0.0108,0.5778
4290,0.5598,0.0110,0.5735
4291,0.5597,0.0111,0.5783
4292,0.5598,0.0110,0.5800
4293,0.5598,0.0112,0.5800
4294,0.5600,0.0111,0.5800
4295,0.5604,0.0111,0.5798
4296,0.5608,0.0111,0.5798
4297,0.5610,0.0111,0.5794
4298,0.5610,0.0111,0.5810
4299,0.5610,0.0110,0.5810
4300,0.5610,0.0111,0.5773
4301,0.5610,0.0111,0.5769
4302,0.5610,0.0111,0.5767
4303,0.5610,0.0110,0.5815
4304,0.5610,0.0110,0.5768
4305,0.5612,0.0111,0.5808
4306,0.5614,0.0110,0.5774
4307,0.5614,0.0110,0.5793
4308,0.5615,0.0110,0.5782
4309,0.5616,0.0110,0.5768
4310,0.5615,0.0112,0.5768
4311,0.5616,0.0111,0.5768
4312,0.5618,0.0111,0.5768
4313,0.5618,0.0112,0.5768
4314,0.5619,0.0110,0.5768
4315,0.5626,0.0088,0.5768
4316,0.5627,0.0088,0.5779
4317,0.5627,0.0089,0.5779
4318,0.5629,0.0088,0.5779
4319,0.5627,0.0088,0.5779
4320,0.5627,0.0087,0.5776
4321,0.5629,0.0087,0.5804
4322,0.5631,0.0086,0.5784
4323,0.5634,0.0085,0.5864
4324,0.5632,0.0088,0.5864
4325,0.5633,0.0089,0.5838
4326,0.5631,0.0088,0.5784
4327,0.5630,0.0088,0.5776
4328,0.5629,0.0089,0.5768
4329,0.5629,0.0088,0.5768
4330,0.5630,0.0088,0.5815
4331,0.5630,0.0086,0.5797
4332,0.5632,0.0086,0.5768
4333,0.5633,0.0087,0.5770
4334,0.5634,0.0088,0.5793
4335,0.5634,0.0085,0.5798
4336,0.5632,0.0085,0.5798
4337,0.5632,0.0085,0.5768
4338,0.5630,0.0085,0.5809
4339,0.5630,0.0086,0.5811
4340,0.5630,0.0085,0.5781
4341,0.5629,0.0086,0.5781
4342,0.5630,0.0085,0.5816
4343,0.5629,0.0085,0.5815
4344,0.5631,0.0088,0.5814
4345,0.5634,0.0090,0.5781
4346,0.5636,0.0091,0.5849
4347,0.5638,0.0092,0.5781
4348,0.5639,0.0091,0.5781
4349,0.5640,0.0093,0.5803
4350,0.5640,0.0095,0.5803
4351,0.5641,0.0095,0.5850
4352,0.5642,0.0096,0.5850
4353,0.5644,0.0095,0.5850
4354,0.5643,0.0095,0.5870
4355,0.5643,0.0098,0.5850
4356,0.5641,0.0101,0.5867
4357,0.5642,0.0101,0.5863
4358,0.5642,0.0100,0.5862
4359,0.5642,0.0102,0.5850
4360,0.5644,0.0100,0.5850
4361,0.5645,0.0099,0.5850
4362,0.5647,0.0100,0.5850
4363,0.5647,0.0099,0.5850
4364,0.5648,0.0098,0.5863
4365,0.5648,0.0098,0.5850
4366,0.5649,0.0099,0.5850
4367,0.5648,0.0098,0.5880
4368,0.5649,0.0099,0.5880
4369,0.5652,0.0099,0.5868
4370,0.5655,0.0098,0.5867
4371,0.5656,0.0097,0.5860
4372,0.5656,0.0097,0.5860
4373,0.5655,0.0096,0.5860
4374,0.5648,0.0097,0.5860
4375,0.5643,0.0098,0.5865
4376,0.5640,0.0098,0.5865
4377,0.5640,0.0099,0.5863
4378,0.5641,0.0099,0.5860
4379,0.5642,0.0099,0.5860
4380,0.5643,0.0100,0.5867
4381,0.5644,0.0099,0.5867
4382,0.5646,0.0099,0.5874
4383,0.5647,0.0100,0.5874
4384,0.5650,0.0101,0.5874
4385,0.5650,0.0103,0.5874
4386,0.5652,0.0102,0.5874
4387,0.5652,0.0102,0.5874
4388,0.5651,0.0103,0.5860
4389,0.5650,0.0101,0.5860
4390,0.5653,0.0100,0.5852
4391,0.5654,0.0098,0.5866
4392,0.5655,0.0098,0.5841
4393,0.5656,0.0099,0.5841
4394,0.5656,0.0099,0.5861
4395,0.5657,0.0100,0.5848
4396,0.5661,0.0100,0.5876
4397,0.5663,0.0099,0.5870
4398,0.5665,0.0100,0.5870
4399,0.5666,0.0100,0.5870
4400,0.5667,0.0100,0.5859
4401,0.5667,0.0099,0.5833
4402,0.5667,0.0099,0.5827
4403,0.5668,0.0099,0.5822
4404,0.5669,0.0098,0.5864
4405,0.5669,0.0098,0.5860
4406,0.5670,0.0098,0.5865
4407,0.5669,0.0098,0.5826
4408,0.5671,0.0098,0.5826
4409,0.5670,0.0098,0.5847
4410,0.5671,0.0098,0.5865
4411,0.5670,0.0100,0.5880
4412,0.5672,0.0101,0.5880
4413,0.5671,0.0099,0.5871
4414,0.5671,0.0100,0.5854
4415,0.5673,0.0100,0.5854
4416,0.5674,0.0102,0.5861
4417,0.5676,0.0102,0.5857
4418,0.5678,0.0102,0.5875
4419,0.5682,0.0103,0.5841
4420,0.5684,0.0105,0.5846
4421,0.5683,0.0107,0.5846
4422,0.5686,0.0109,0.5847
4423,0.5687,0.0109,0.5877
4424,0.5688,0.0109,0.5858
4425,0.5689,0.0107,0.5843
4426,0.5689,0.0107,0.5852
4427,0.5687,0.0107,0.5822
4428,0.5686,0.0107,0.5862
4429,0.5685,0.0110,0.5822
4430,0.5687,0.0111,0.5848
4431,0.5689,0.0111,0.5822
4432,0.5692,0.0110,0.5822
4433,0.5694,0.0110,0.5827
4434,0.5696,0.0110,0.5868
4435,0.5697,0.0109,0.5872
4436,0.5697,0.0110,0.5865
4437,0.5696,0.0113,0.5847
4438,0.5694,0.0117,0.5875
4439,0.5694,0.0118,0.5875
4440,0.5692,0.0119,0.5845
4441,0.5693,0.0119,0.5845
4442,0.5695,0.0119,0.5873
4443,0.5696,0.0120,0.5883
4444,0.5697,0.0120,0.5855
4445,0.5697,0.0120,0.5873
4446,0.5698,0.0120,0.5873
4447,0.5699,0.0119,0.5841
4448,0.5699,0.0118,0.5829
4449,0.5700,0.0118,0.5867
4450,0.5701,0.0118,0.5856
4451,0.5702,0.0118,0.5875
4452,0.5703,0.0118,0.5892
4453,0.5705,0.0116,0.5880
4454,0.5706,0.0117,0.5877
4455,0.5708,0.0117,0.5880
4456,0.5710,0.0114,0.5857
4457,0.5711,0.0114,0.5874
4458,0.5714,0.0112,0.5865
4459,0.5714,0.0111,0.5857
4460,0.5714,0.0111,0.5857
4461,0.5715,0.0111,0.5915
4462,0.5715,0.0112,0.5913
4463,0.5714,0.0115,0.5876
4464,0.5713,0.0116,0.5863
4465,0.5712,0.0114,0.5877
4466,0.5712,0.0112,0.5875
4467,0.5713,0.0111,0.5875
4468,0.5711,0.0113,0.5829
4469,0.5710,0.0114,0.5829
4470,0.5712,0.0113,0.5859
4471,0.5712,0.0113,0.5845
4472,0.5713,0.0112,0.5863
4473,0.5713,0.0115,0.5874
4474,0.5714,0.0115,0.5868
4475,0.5715,0.0115,0.5854
4476,0.5715,0.0114,0.5878
4477,0.5717,0.0115,0.5864
4478,0.5717,0.0115,0.5864
4479,0.5716,0.0115,0.5862
4480,0.5716,0.0116,0.5859
4481,0.5717,0.0114,0.5858
4482,0.5716,0.0115,0.5858
4483,0.5715,0.0116,0.5912
4484,0.5717,0.0115,0.5881
4485,0.5720,0.0112,0.5869
4486,0.5722,0.0111,0.5861
4487,0.5724,0.0110,0.5871
4488,0.5724,0.0109,0.5863
4489,0.5725,0.0110,0.5862
4490,0.5725,0.0111,0.5911
4491,0.5724,0.0110,0.5911
4492,0.5724,0.0111,0.5907
4493,0.5724,0.0111,0.5873
4494,0.5725,0.0112,0.5873
4495,0.5726,0.0111,0.5873
4496,0.5727,0.0107,0.5858
4497,0.5728,0.0106,0.5858
4498,0.5730,0.0104,0.5857
4499,0.5732,0.0104,0.5863
4500,0.5733,0.0103,0.5878
4501,0.5733,0.0105,0.5878
4502,0.5732,0.0105,0.5878
4503,0.5733,0.0104,0.5879
4504,0.5734,0.0104,0.5872
4505,0.5734,0.0103,0.5884
4506,0.5734,0.0104,0.5870
4507,0.5734,0.0103,0.5910
4508,0.5735,0.0102,0.5865
4509,0.5732,0.0106,0.5861
4510,0.5731,0.0106,0.5873
4511,0.5729,0.0105,0.5868
4512,0.5728,0.0101,0.5844
4513,0.5726,0.0100,0.5840
4514,0.5725,0.0099,0.5870
4515,0.5724,0.0100,0.5869
4516,0.5723,0.0099,0.5878
4517,0.5722,0.0100,0.5873
4518,0.5721,0.0100,0.5878
4519,0.5723,0.0098,0.5843
4520,0.5723,0.0099,0.5869
4521,0.5725,0.0097,0.5877
4522,0.5726,0.0095,0.5878
4523,0.5727,0.0095,0.5867
4524,0.5729,0.0095,0.5860
4525,0.5730,0.0094,0.5878
4526,0.5730,0.0093,0.5848
4527,0.5731,0.0094,0.5873
4528,0.5731,0.0094,0.5868
4529,0.5732,0.0093,0.5868
4530,0.5732,0.0093,0.5879
4531,0.5731,0.0091,0.5872
4532,0.5731,0.0091,0.5863
4533,0.5732,0.0090,0.5850
4534,0.5733,0.0090,0.5850
4535,0.5732,0.0091,0.5870
4536,0.5733,0.0090,0.5870
4537,0.5733,0.0090,0.5871
4538,0.5733,0.0091,0.5876
4539,0.5732,0.0092,0.5877
