gen,mean p,sigma p,max p
7447,0.7596,0.0224,0.7860
7448,0.7600,0.0222,0.7898
7449,0.7603,0.0219,0.7860
7450,0.7603,0.0219,0.7860
7451,0.7606,0.0217,0.7860
7452,0.7608,0.0216,0.7822
7453,0.7608,0.0216,0.7859
7454,0.7608,0.0215,0.7859
7455,0.7607,0.0217,0.7842
7456,0.7603,0.0224,0.7842
7457,0.7593,0.0235,0.7857
7458,0.7580,0.0247,0.7835
7459,0.7573,0.0253,0.7826
7460,0.7568,0.0255,0.7824
7461,0.7575,0.0249,0.7816
7462,0.7576,0.0246,0.7895
7463,0.7576,0.0246,0.7895
7464,0.7577,0.0242,0.7830
7465,0.7583,0.0240,0.7807
7466,0.7588,0.0237,0.7807
7467,0.7589,0.0239,0.7877
7468,0.7591,0.0238,0.7898
7469,0.7589,0.0238,0.7887
7470,0.7590,0.0233,0.7858
7471,0.7593,0.0230,0.7868
7472,0.7595,0.0228,0.7957
7473,0.7598,0.0224,0.7886
7474,0.7591,0.0225,0.7868
7475,0.7592,0.0224,0.7868
7476,0.7591,0.0224,0.7868
7477,0.7590,0.0226,0.7930
7478,0.7586,0.0226,0.7935
7479,0.7584,0.0227,0.7935
7480,0.7584,0.0225,0.7935
7481,0.7586,0.0224,0.7920
7482,0.7587,0.0222,0.7914
7483,0.7587,0.0224,0.7914
7484,0.7589,0.0225,0.7925
7485,0.7592,0.0225,0.7914
7486,0.7596,0.0224,0.7858
7487,0.7596,0.0222,0.7858
7488,0.7599,0.0220,0.7858
7489,0.7600,0.0219,0.7858
7490,0.7599,0.0219,0.7858
7491,0.7598,0.0220,0.7858
7492,0.7599,0.0219,0.7906
7493,0.7603,0.0220,0.7906
7494,0.7603,0.0218,0.7858
7495,0.7606,0.0219,0.7858
7496,0.7610,0.0221,0.7858
7497,0.7609,0.0223,0.7862
7498,0.7608,0.0226,0.7901
7499,0.7607,0.0228,0.7901
7500,0.7602,0.0229,0.7901
7501,0.7602,0.0228,0.7901
7502,0.7602,0.0228,0.7901
7503,0.7599,0.0229,0.7901
7504,0.7603,0.0228,0.7905
7505,0.7604,0.0227,0.7901
7506,0.7608,0.0228,0.7901
7507,0.7611,0.0228,0.7901
7508,0.7612,0.0229,0.7902
7509,0.7612,0.0232,0.7902
7510,0.7612,0.0230,0.7902
7511,0.7615,0.0231,0.7901
7512,0.7616,0.0232,0.7901
7513,0.7614,0.0232,0.7901
7514,0.7619,0.0230,0.7901
7515,0.7621,0.0230,0.7901
7516,0.7622,0.0231,0.7901
7517,0.7625,0.0230,0.7894
7518,0.7627,0.0231,0.7889
7519,0.7629,0.0231,0.7889
7520,0.7628,0.0233,0.7889
7521,0.7630,0.0233,0.7894
7522,0.7632,0.0234,0.7882
7523,0.7637,0.0238,0.7948
7524,0.7643,0.0242,0.7899
7525,0.7649,0.0248,0.7912
7526,0.7651,0.0252,0.7932
7527,0.7652,0.0252,0.7882
7528,0.7654,0.0252,0.7962
7529,0.7657,0.0252,0.7942
7530,0.7662,0.0249,0.7982
7531,0.7663,0.0249,0.7982
7532,0.7666,0.0249,0.7947
7533,0.7664,0.0249,0.7931
7534,0.7666,0.0244,0.7947
7535,0.7663,0.0247,0.7939
7536,0.7661,0.0248,0.7952
7537,0.7663,0.0249,0.7938
7538,0.7667,0.0249,0.7936
7539,0.7668,0.0248,0.7956
7540,0.7665,0.0246,0.7961
7541,0.7664,0.0245,0.7965
7542,0.7665,0.0246,0.7965
7543,0.7668,0.0247,0.7965
7544,0.7671,0.0246,0.7929
7545,0.7674,0.0245,0.7939
7546,0.7674,0.0244,0.7910
7547,0.7676,0.0244,0.7884
7548,0.7679,0.0244,0.7971
7549,0.7681,0.0244,0.7971
7550,0.7684,0.0243,0.7951
7551,0.7682,0.0247,0.7957
7552,0.7677,0.0255,0.7920
7553,0.7669,0.0262,0.7960
7554,0.7662,0.0267,0.7960
7555,0.7661,0.0269,0.7920
7556,0.7665,0.0267,0.7920
7557,0.7673,0.0263,0.7920
7558,0.7677,0.0261,0.7978
7559,0.7684,0.0258,0.7968
7560,0.7686,0.0258,0.7968
7561,0.7687,0.0258,0.7920
7562,0.7686,0.0259,0.7952
7563,0.7689,0.0258,0.7924
7564,0.7692,0.0258,0.7974
7565,0.7695,0.0255,0.7972
7566,0.7697,0.0253,0.7972
7567,0.7698,0.0251,0.7972
7568,0.7701,0.0251,0.7972
7569,0.7702,0.0253,0.7972
7570,0.7706,0.0251,0.7972
7571,0.7708,0.0252,0.7975
7572,0.7712,0.0251,0.7975
7573,0.7710,0.0253,0.7972
7574,0.7708,0.0254,0.7972
7575,0.7707,0.0257,0.7972
7576,0.7711,0.0256,0.7972
7577,0.7716,0.0253,0.7980
7578,0.7718,0.0253,0.7980
7579,0.7718,0.0253,0.7972
7580,0.7721,0.0253,0.7972
7581,0.7723,0.0252,0.7972
7582,0.7726,0.0251,0.8031
7583,0.7729,0.0251,0.7972
7584,0.7729,0.0250,0.7972
7585,0.7729,0.0249,0.7972
7586,0.7730,0.0248,0.7972
7587,0.7731,0.0248,0.7975
7588,0.7734,0.0248,0.8025
7589,0.7733,0.0248,0.8025
7590,0.7732,0.0249,0.8029
7591,0.7730,0.0249,0.8029
7592,0.7729,0.0249,0.8025
7593,0.7728,0.0248,0.8025
7594,0.7729,0.0245,0.8025
7595,0.7729,0.0244,0.8025
7596,0.7729,0.0244,0.8035
7597,0.7730,0.0243,0.7979
7598,0.7731,0.0245,0.7972
7599,0.7730,0.0243,0.7972
7600,0.7722,0.0240,0.7958
7601,0.7714,0.0238,0.7973
7602,0.7708,0.0237,0.7973
7603,0.7703,0.0238,0.7958
7604,0.7704,0.0238,0.7958
7605,0.7704,0.0236,0.8033
7606,0.7705,0.0235,0.8043
7607,0.7705,0.0235,0.7985
7608,0.7704,0.0234,0.8031
7609,0.7707,0.0233,0.7961
7610,0.7708,0.0232,0.7958
7611,0.7709,0.0231,0.7958
7612,0.7711,0.0232,0.7970
7613,0.7711,0.0231,0.7958
7614,0.7712,0.0232,0.8024
7615,0.7714,0.0233,0.8024
7616,0.7714,0.0230,0.8002
7617,0.7711,0.0234,0.7958
7618,0.7716,0.0232,0.7993
7619,0.7718,0.0231,0.7980
7620,0.7719,0.0233,0.7980
7621,0.7722,0.0232,0.7980
7622,0.7721,0.0236,0.7956
7623,0.7724,0.0236,0.7969
7624,0.7726,0.0239,0.8022
7625,0.7727,0.0239,0.7961
7626,0.7725,0.0239,0.8024
7627,0.7725,0.0239,0.7997
7628,0.7727,0.0238,0.7975
7629,0.7730,0.0239,0.7991
7630,0.7729,0.0242,0.8040
7631,0.7733,0.0243,0.7991
7632,0.7733,0.0246,0.7991
7633,0.7734,0.0251,0.8085
7634,0.7737,0.0252,0.8072
7635,0.7738,0.0253,0.8072
7636,0.7737,0.0256,0.8072
7637,0.7740,0.0253,0.8072
7638,0.7742,0.0252,0.8070
7639,0.7745,0.0251,0.7991
7640,0.7745,0.0250,0.8007
7641,0.7745,0.0250,0.8007
7642,0.7745,0.0250,0.7991
7643,0.7743,0.0251,0.7991
7644,0.7747,0.0250,0.7991
7645,0.7749,0.0250,0.8005
7646,0.7747,0.0251,0.8036
7647,0.7752,0.0250,0.7991
7648,0.7747,0.0260,0.8050
7649,0.7733,0.0280,0.8053
7650,0.7727,0.0288,0.8018
7651,0.7735,0.0280,0.8065
7652,0.7743,0.0272,0.8039
7653,0.7749,0.0264,0.7991
7654,0.7753,0.0261,0.7997
7655,0.7756,0.0260,0.8091
7656,0.7761,0.0257,0.7991
7657,0.7760,0.0259,0.7991
7658,0.7758,0.0261,0.7991
7659,0.7762,0.0258,0.8043
7660,0.7762,0.0259,0.8043
7661,0.7760,0.0257,0.8043
7662,0.7754,0.0253,0.8045
7663,0.7753,0.0249,0.8043
7664,0.7754,0.0248,0.8043
7665,0.7754,0.0247,0.8043
7666,0.7751,0.0251,0.8064
7667,0.7753,0.0250,0.8064
7668,0.7755,0.0248,0.8043
7669,0.7752,0.0248,0.8043
7670,0.7753,0.0248,0.8043
7671,0.7755,0.0247,0.8043
7672,0.7754,0.0246,0.8043
7673,0.7751,0.0247,0.8043
7674,0.7748,0.0252,0.8043
7675,0.7751,0.0251,0.8043
7676,0.7753,0.0251,0.8043
7677,0.7753,0.0250,0.8050
7678,0.7757,0.0247,0.8043
7679,0.7757,0.0247,0.8043
7680,0.7758,0.0246,0.8043
7681,0.7760,0.0245,0.8043
7682,0.7759,0.0246,0.8063
7683,0.7759,0.0245,0.8043
7684,0.7760,0.0246,0.8043
7685,0.7760,0.0244,0.8043
7686,0.7758,0.0244,0.8054
7687,0.7755,0.0245,0.8102
7688,0.7756,0.0246,0.8043
7689,0.7760,0.0246,0.8043
7690,0.7763,0.0244,0.8043
7691,0.7766,0.0244,0.8043
7692,0.7763,0.0246,0.8043
7693,0.7762,0.0250,0.8043
7694,0.7756,0.0256,0.7991
7695,0.7756,0.0255,0.7991
7696,0.7757,0.0254,0.8008
7697,0.7764,0.0247,0.8029
7698,0.7766,0.0245,0.8029
7699,0.7766,0.0247,0.8009
7700,0.7766,0.0248,0.8029
7701,0.7769,0.0246,0.8029
7702,0.7772,0.0244,0.8016
7703,0.7767,0.0250,0.8037
7704,0.7765,0.0252,0.8037
7705,0.7769,0.0248,0.7991
7706,0.7770,0.0249,0.8024
7707,0.7769,0.0249,0.7991
7708,0.7770,0.0247,0.7991
7709,0.7767,0.0250,0.8087
7710,0.7767,0.0249,0.8037
7711,0.7765,0.0254,0.8007
7712,0.7770,0.0252,0.7996
7713,0.7769,0.0254,0.7995
7714,0.7767,0.0258,0.7993
7715,0.7767,0.0260,0.8029
7716,0.7769,0.0259,0.8041
7717,0.7771,0.0256,0.8009
7718,0.7773,0.0255,0.8028
7719,0.7776,0.0253,0.8028
7720,0.7776,0.0253,0.8026
7721,0.7778,0.0252,0.7991
7722,0.7779,0.0252,0.8030
7723,0.7780,0.0248,0.8008
7724,0.7784,0.0245,0.8031
7725,0.7786,0.0243,0.8039
7726,0.7785,0.0246,0.8065
7727,0.7788,0.0245,0.8065
7728,0.7789,0.0245,0.8042
7729,0.7791,0.0244,0.8029
7730,0.7792,0.0244,0.8081
7731,0.7791,0.0243,0.8027
7732,0.7789,0.0244,0.8027
7733,0.7788,0.0247,0.8027
7734,0.7787,0.0249,0.8027
7735,0.7784,0.0255,0.8042
7736,0.7785,0.0256,0.8021
7737,0.7785,0.0254,0.8035
7738,0.7787,0.0252,0.8013
7739,0.7791,0.0250,0.8027
7740,0.7793,0.0251,0.8038
7741,0.7794,0.0254,0.8038
7742,0.7798,0.0253,0.8043
7743,0.7800,0.0251,0.8013
7744,0.7801,0.0249,0.8013
7745,0.7797,0.0251,0.8020
7746,0.7795,0.0249,0.8087
7747,0.7795,0.0247,0.8070
7748,0.7795,0.0246,0.8013
7749,0.7796,0.0245,0.8053
7750,0.7795,0.0244,0.8113
7751,0.7794,0.0245,0.8043
7752,0.7796,0.0244,0.8043
7753,0.7799,0.0244,0.8015
7754,0.7802,0.0245,0.8015
7755,0.7802,0.0247,0.8023
7756,0.7802,0.0246,0.8025
7757,0.7801,0.0245,0.8015
7758,0.7803,0.0242,0.8015
7759,0.7804,0.0243,0.8016
7760,0.7806,0.0241,0.8041
7761,0.7807,0.0242,0.8036
7762,0.7806,0.0243,0.8021
7763,0.7805,0.0243,0.8013
7764,0.7805,0.0242,0.8013
7765,0.7806,0.0244,0.8031
7766,0.7807,0.0244,0.8013
7767,0.7808,0.0244,0.8018
7768,0.7808,0.0246,0.8040
7769,0.7806,0.0246,0.8082
7770,0.7802,0.0245,0.8013
7771,0.7800,0.0246,0.8013
7772,0.7798,0.0247,0.8094
7773,0.7797,0.0248,0.8029
7774,0.7798,0.0248,0.8025
7775,0.7797,0.0248,0.8031
7776,0.7801,0.0246,0.8015
7777,0.7803,0.0247,0.8013
7778,0.7806,0.0245,0.8013
7779,0.7809,0.0245,0.8023
7780,0.7810,0.0245,0.8023
7781,0.7810,0.0244,0.8023
7782,0.7810,0.0241,0.8109
7783,0.7808,0.0242,0.8109
7784,0.7807,0.0244,0.8059
7785,0.7808,0.0243,0.8016
7786,0.7811,0.0243,0.8050
7787,0.7814,0.0242,0.8050
7788,0.7814,0.0243,0.8016
7789,0.7816,0.0243,0.8016
7790,0.7817,0.0244,0.8013
7791,0.7818,0.0241,0.8013
7792,0.7817,0.0245,0.8035
7793,0.7816,0.0245,0.8106
7794,0.7815,0.0245,0.8013
7795,0.7815,0.0244,0.8013
7796,0.7816,0.0244,0.8013
7797,0.7817,0.0243,0.8014
7798,0.7812,0.0253,0.8034
7799,0.7807,0.0262,0.8029
7800,0.7806,0.0263,0.8023
7801,0.7811,0.0257,0.8013
7802,0.7815,0.0252,0.8013
7803,0.7818,0.0249,0.8028
7804,0.7819,0.0251,0.8028
7805,0.7824,0.0248,0.8028
7806,0.7824,0.0250,0.8050
7807,0.7826,0.0251,0.8050
7808,0.7827,0.0248,0.8050
7809,0.7828,0.0246,0.8085
7810,0.7827,0.0247,0.8087
7811,0.7828,0.0248,0.8028
7812,0.7830,0.0247,0.8062
7813,0.7832,0.0244,0.8060
7814,0.7832,0.0245,0.8109
7815,0.7832,0.0249,0.8109
7816,0.7832,0.0249,0.8109
7817,0.7831,0.0251,0.8109
7818,0.7831,0.0251,0.8109
7819,0.7833,0.0248,0.8109
7820,0.7835,0.0245,0.8109
7821,0.7836,0.0244,0.8109
7822,0.7837,0.0244,0.8109
7823,0.7838,0.0244,0.8109
7824,0.7839,0.0244,0.8109
7825,0.7838,0.0244,0.8109
7826,0.7836,0.0244,0.8109
7827,0.7836,0.0244,0.8109
7828,0.7837,0.0244,0.8109
7829,0.7839,0.0245,0.8109
7830,0.7838,0.0246,0.8109
7831,0.7838,0.0247,0.8109
7832,0.7837,0.0250,0.8109
7833,0.7843,0.0251,0.8109
7834,0.7846,0.0251,0.8109
7835,0.7850,0.0252,0.8109
7836,0.7851,0.0252,0.8136
7837,0.7852,0.0252,0.8109
7838,0.7853,0.0252,0.8109
7839,0.7855,0.0250,0.8109
7840,0.7854,0.0251,0.8109
7841,0.7847,0.0251,0.8109
7842,0.7842,0.0255,0.8109
7843,0.7840,0.0253,0.8109
7844,0.7839,0.0253,0.8109
7845,0.7842,0.0249,0.8109
7846,0.7844,0.0248,0.8109
7847,0.7847,0.0245,0.8109
7848,0.7848,0.0244,0.8109
7849,0.7849,0.0244,0.8109
7850,0.7851,0.0241,0.8109
7851,0.7851,0.0244,0.8109
7852,0.7851,0.0243,0.8109
7853,0.7852,0.0241,0.8109
7854,0.7850,0.0245,0.8109
7855,0.7851,0.0245,0.8109
7856,0.7853,0.0244,0.8109
7857,0.7853,0.0246,0.8109
7858,0.7855,0.0245,0.8109
7859,0.7857,0.0242,0.8109
7860,0.7855,0.0245,0.8109
7861,0.7854,0.0246,0.8055
7862,0.7854,0.0246,0.8079
7863,0.7855,0.0247,0.8104
7864,0.7857,0.0244,0.8077
7865,0.7857,0.0245,0.8102
7866,0.7859,0.0244,0.8102
7867,0.7860,0.0242,0.8062
7868,0.7862,0.0242,0.8067
7869,0.7864,0.0241,0.8082
7870,0.7864,0.0242,0.8100
7871,0.7865,0.0241,0.8071
7872,0.7865,0.0240,0.8068
7873,0.7865,0.0240,0.8070
7874,0.7864,0.0240,0.8099
7875,0.7862,0.0241,0.8070
7876,0.7857,0.0240,0.8070
7877,0.7827,0.0246,0.8070
7878,0.7784,0.0248,0.8105
7879,0.7763,0.0245,0.8109
7880,0.7763,0.0243,0.8070
7881,0.7763,0.0243,0.8070
7882,0.7767,0.0244,0.8070
7883,0.7769,0.0244,0.8070
7884,0.7768,0.0245,0.8070
7885,0.7770,0.0247,0.8070
7886,0.7771,0.0249,0.8108
7887,0.7774,0.0249,0.8108
7888,0.7775,0.0248,0.8108
7889,0.7778,0.0248,0.8070
7890,0.7782,0.0247,0.8070
7891,0.7787,0.0248,0.8070
7892,0.7789,0.0249,0.8070
7893,0.7794,0.0249,0.8070
7894,0.7796,0.0250,0.8070
7895,0.7794,0.0258,0.8070
7896,0.7800,0.0257,0.8105
7897,0.7805,0.0253,0.8070
7898,0.7807,0.0251,0.8070
7899,0.7807,0.0252,0.8070
7900,0.7810,0.0251,0.8070
7901,0.7814,0.0248,0.8070
7902,0.7819,0.0245,0.8070
7903,0.7819,0.0248,0.8070
7904,0.7820,0.0249,0.8070
7905,0.7822,0.0250,0.8070
7906,0.7824,0.0249,0.8070
7907,0.7827,0.0248,0.8070
7908,0.7826,0.0249,0.8070
7909,0.7824,0.0250,0.8123
7910,0.7824,0.0249,0.8070
7911,0.7827,0.0247,0.8070
7912,0.7827,0.0245,0.8121
7913,0.7820,0.0247,0.8124
7914,0.7819,0.0245,0.8124
7915,0.7823,0.0242,0.8092
7916,0.7828,0.0242,0.8190
7917,0.7830,0.0243,0.8114
7918,0.7832,0.0243,0.8114
7919,0.7835,0.0240,0.8092
7920,0.7835,0.0240,0.8092
7921,0.7833,0.0239,0.8144
7922,0.7833,0.0239,0.8144
7923,0.7835,0.0238,0.8144
7924,0.7840,0.0236,0.8092
7925,0.7843,0.0238,0.8092
7926,0.7844,0.0242,0.8141
7927,0.7840,0.0244,0.8092
7928,0.7839,0.0245,0.8092
7929,0.7841,0.0245,0.8092
7930,0.7850,0.0241,0.8123
7931,0.7853,0.0240,0.8100
7932,0.7853,0.0243,0.8092
7933,0.7855,0.0239,0.8092
7934,0.7859,0.0235,0.8092
7935,0.7859,0.0240,0.8092
7936,0.7861,0.0243,0.8092
7937,0.7861,0.0245,0.8161
7938,0.7861,0.0248,0.8132
7939,0.7860,0.0249,0.8178
7940,0.7864,0.0247,0.8142
7941,0.7865,0.0247,0.8092
7942,0.7866,0.0246,0.8171
7943,0.7869,0.0243,0.8147
7944,0.7870,0.0243,0.8163
7945,0.7874,0.0241,0.8140
7946,0.7877,0.0238,0.8107
7947,0.7880,0.0235,0.8186
7948,0.7880,0.0235,0.8186
7949,0.7883,0.0234,0.8186
7950,0.7882,0.0236,0.8186
7951,0.7881,0.0239,0.8186
7952,0.7883,0.0237,0.8186
7953,0.7883,0.0236,0.8186
7954,0.7882,0.0237,0.8242
7955,0.7886,0.0236,0.8277
7956,0.7888,0.0236,0.8277
7957,0.7887,0.0236,0.8242
7958,0.7888,0.0244,0.8186
7959,0.7891,0.0244,0.8186
7960,0.7891,0.0245,0.8186
7961,0.7892,0.0243,0.8186
7962,0.7900,0.0235,0.8186
7963,0.7899,0.0237,0.8186
7964,0.7900,0.0239,0.8186
7965,0.7899,0.0239,0.8186
7966,0.7896,0.0238,0.8261
7967,0.7897,0.0240,0.8262
7968,0.7899,0.0241,0.8186
7969,0.7898,0.0238,0.8186
7970,0.7896,0.0234,0.8186
7971,0.7892,0.0231,0.8249
7972,0.7888,0.0233,0.8249
7973,0.7889,0.0232,0.8249
7974,0.7890,0.0234,0.8249
7975,0.7890,0.0235,0.8249
7976,0.7883,0.0240,0.8249
7977,0.7878,0.0247,0.8249
7978,0.7869,0.0250,0.8249
7979,0.7857,0.0250,0.8249
7980,0.7855,0.0248,0.8249
7981,0.7862,0.0243,0.8249
7982,0.7867,0.0242,0.8249
7983,0.7869,0.0241,0.8249
7984,0.7872,0.0238,0.8249
7985,0.7877,0.0233,0.8249
7986,0.7878,0.0232,0.8249
7987,0.7880,0.0230,0.8249
7988,0.7883,0.0229,0.8249
7989,0.7886,0.0228,0.8249
7990,0.7888,0.0228,0.8249
7991,0.7889,0.0228,0.8249
7992,0.7893,0.0228,0.8249
7993,0.7896,0.0228,0.8249
7994,0.7899,0.0227,0.8249
7995,0.7898,0.0228,0.8249
7996,0.7899,0.0230,0.8249
7997,0.7901,0.0230,0.8249
7998,0.7904,0.0231,0.8249
7999,0.7906,0.0231,0.8249
8000,0.7897,0.0253,0.8249
8001,0.7888,0.0269,0.8249
8002,0.7889,0.0267,0.8249
8003,0.7889,0.0268,0.8249
8004,0.7892,0.0267,0.8249
8005,0.7896,0.0266,0.8249
8006,0.7900,0.0261,0.8249
8007,0.7903,0.0258,0.8249
8008,0.7908,0.0253,0.8249
8009,0.7908,0.0256,0.8249
8010,0.7904,0.0259,0.8249
8011,0.7909,0.0252,0.8249
8012,0.7910,0.0250,0.8249
8013,0.7912,0.0250,0.8249
8014,0.7917,0.0245,0.8249
8015,0.7922,0.0243,0.8249
8016,0.7929,0.0236,0.8249
8017,0.7932,0.0236,0.8249
8018,0.7932,0.0239,0.8249
8019,0.7932,0.0242,0.8249
8020,0.7932,0.0241,0.8249
8021,0.7933,0.0239,0.8249
8022,0.7933,0.0242,0.8249
8023,0.7926,0.0247,0.8249
8024,0.7920,0.0254,0.8249
8025,0.7910,0.0265,0.8249
8026,0.7906,0.0270,0.8249
8027,0.7909,0.0267,0.8249
8028,0.7914,0.0263,0.8249
8029,0.7917,0.0259,0.8249
8030,0.7923,0.0256,0.8221
8031,0.7927,0.0251,0.8221
8032,0.7923,0.0259,0.8221
8033,0.7923,0.0263,0.8221
8034,0.7926,0.0261,0.8221
8035,0.7930,0.0257,0.8221
8036,0.7932,0.0251,0.8221
8037,0.7933,0.0250,0.8221
8038,0.7935,0.0247,0.8221
8039,0.7938,0.0242,0.8221
8040,0.7940,0.0241,0.8221
8041,0.7940,0.0243,0.8221
8042,0.7940,0.0246,0.8221
8043,0.7940,0.0249,0.8221
8044,0.7942,0.0246,0.8221
8045,0.7945,0.0244,0.8221
8046,0.7945,0.0243,0.8221
8047,0.7944,0.0241,0.8221
8048,0.7944,0.0242,0.8221
8049,0.7944,0.0242,0.8221
8050,0.7943,0.0245,0.8221
8051,0.7946,0.0243,0.8221
8052,0.7948,0.0241,0.8221
8053,0.7950,0.0239,0.8221
8054,0.7952,0.0239,0.8221
8055,0.7957,0.0234,0.8221
8056,0.7957,0.0235,0.8221
8057,0.7956,0.0235,0.8221
8058,0.7959,0.0235,0.8221
8059,0.7959,0.0235,0.8221
8060,0.7960,0.0232,0.8221
8061,0.7961,0.0230,0.8221
8062,0.7960,0.0230,0.8221
8063,0.7963,0.0226,0.8221
8064,0.7962,0.0227,0.8221
8065,0.7963,0.0227,0.8221
8066,0.7964,0.0226,0.8221
8067,0.7965,0.0225,0.8221
8068,0.7967,0.0224,0.8169
8069,0.7969,0.0221,0.8141
8070,0.7969,0.0221,0.8160
8071,0.7969,0.0222,0.8126
8072,0.7969,0.0221,0.8186
8073,0.7970,0.0221,0.8186
8074,0.7970,0.0221,0.8162
8075,0.7972,0.0221,0.8174
8076,0.7971,0.0223,0.8174
8077,0.7971,0.0225,0.8174
8078,0.7968,0.0227,0.8174
8079,0.7968,0.0229,0.8185
8080,0.7967,0.0229,0.8174
8081,0.7968,0.0226,0.8187
8082,0.7969,0.0223,0.8179
8083,0.7971,0.0222,0.8181
8084,0.7971,0.0222,0.8174
8085,0.7971,0.0220,0.8174
8086,0.7970,0.0221,0.8174
8087,0.7971,0.0221,0.8174
8088,0.7968,0.0224,0.8186
8089,0.7971,0.0225,0.8174
8090,0.7970,0.0227,0.8174
8091,0.7968,0.0232,0.8174
8092,0.7970,0.0230,0.8181
8093,0.7975,0.0225,0.8174
8094,0.7977,0.0224,0.8174
8095,0.7976,0.0228,0.8174
8096,0.7977,0.0226,0.8182
8097,0.7977,0.0226,0.8210
8098,0.7977,0.0225,0.8210
8099,0.7977,0.0225,0.8182
8100,0.7977,0.0225,0.8182
8101,0.7975,0.0225,0.8182
8102,0.7973,0.0227,0.8181
8103,0.7965,0.0245,0.8174
8104,0.7959,0.0261,0.8174
8105,0.7959,0.0263,0.8174
8106,0.7965,0.0253,0.8174
8107,0.7976,0.0233,0.8178
8108,0.7977,0.0231,0.8174
8109,0.7975,0.0235,0.8174
8110,0.7974,0.0236,0.8174
8111,0.7975,0.0235,0.8174
8112,0.7976,0.0232,0.8174
8113,0.7974,0.0236,0.8173
8114,0.7975,0.0234,0.8160
8115,0.7977,0.0234,0.8160
8116,0.7978,0.0234,0.8177
8117,0.7977,0.0235,0.8177
8118,0.7975,0.0238,0.8174
8119,0.7973,0.0242,0.8174
8120,0.7973,0.0242,0.8174
8121,0.7976,0.0238,0.8179
8122,0.7977,0.0237,0.8174
8123,0.7977,0.0237,0.8174
8124,0.7981,0.0234,0.8181
8125,0.7982,0.0234,0.8174
8126,0.7982,0.0235,0.8174
8127,0.7984,0.0234,0.8174
8128,0.7984,0.0234,0.8179
8129,0.7985,0.0232,0.8178
8130,0.7985,0.0233,0.8178
8131,0.7984,0.0234,0.8180
8132,0.7986,0.0232,0.8178
8133,0.7986,0.0232,0.8174
8134,0.7986,0.0232,0.8181
8135,0.7987,0.0232,0.8181
8136,0.7991,0.0231,0.8181
8137,0.7993,0.0232,0.8174
8138,0.7996,0.0228,0.8247
8139,0.7998,0.0226,0.8182
8140,0.8000,0.0223,0.8245
8141,0.8001,0.0223,0.8220
8142,0.8001,0.0222,0.8179
8143,0.8002,0.0223,0.8175
8144,0.8001,0.0225,0.8180
8145,0.8002,0.0224,0.8245
8146,0.8002,0.0223,0.8174
8147,0.8003,0.0224,0.8207
8148,0.8004,0.0223,0.8223
8149,0.8005,0.0222,0.8228
8150,0.8006,0.0221,0.8228
8151,0.8007,0.0220,0.8228
8152,0.8007,0.0220,0.8204
8153,0.8004,0.0219,0.8238
8154,0.8002,0.0219,0.8238
8155,0.8003,0.0218,0.8204
8156,0.8004,0.0218,0.8204
8157,0.8005,0.0217,0.8204
8158,0.8005,0.0216,0.8223
8159,0.8006,0.0216,0.8296
8160,0.8007,0.0218,0.8204
8161,0.8010,0.0218,0.8204
8162,0.8011,0.0218,0.8204
8163,0.8011,0.0218,0.8204
8164,0.8011,0.0218,0.8204
8165,0.8011,0.0222,0.8204
8166,0.8011,0.0223,0.8204
8167,0.8011,0.0223,0.8204
8168,0.8013,0.0219,0.8204
8169,0.8013,0.0218,0.8204
8170,0.8013,0.0217,0.8204
8171,0.8015,0.0216,0.8204
8172,0.8016,0.0216,0.8204
8173,0.8017,0.0216,0.8204
8174,0.8017,0.0216,0.8204
8175,0.8017,0.0216,0.8204
8176,0.8016,0.0216,0.8204
8177,0.8016,0.0216,0.8223
8178,0.8014,0.0218,0.8204
8179,0.8013,0.0217,0.8204
8180,0.8013,0.0216,0.8204
8181,0.8014,0.0216,0.8204
8182,0.8014,0.0218,0.8204
8183,0.8015,0.0218,0.8204
8184,0.8015,0.0217,0.8204
8185,0.8017,0.0215,0.8204
8186,0.8017,0.0215,0.8204
8187,0.8018,0.0213,0.8261
8188,0.8017,0.0211,0.8204
8189,0.8014,0.0213,0.8204
8190,0.8016,0.0210,0.8204
8191,0.8016,0.0210,0.8204
8192,0.8015,0.0213,0.8193
8193,0.8011,0.0227,0.8188
8194,0.8010,0.0231,0.8188
8195,0.8010,0.0235,0.8177
8196,0.8010,0.0238,0.8191
8197,0.8011,0.0236,0.8191
8198,0.8013,0.0232,0.8183
8199,0.8016,0.0226,0.8177
8200,0.8022,0.0220,0.8187
8201,0.8023,0.0220,0.8167
8202,0.8026,0.0217,0.8181
8203,0.8028,0.0214,0.8176
8204,0.8027,0.0215,0.8176
8205,0.8028,0.0214,0.8186
8206,0.8029,0.0215,0.8187
8207,0.8029,0.0215,0.8190
8208,0.8029,0.0215,0.8190
8209,0.8031,0.0211,0.8182
8210,0.8032,0.0207,0.8245
8211,0.8034,0.0204,0.8174
8212,0.8034,0.0204,0.8260
8213,0.8034,0.0206,0.8260
8214,0.8036,0.0202,0.8260
8215,0.8037,0.0202,0.8217
8216,0.8037,0.0202,0.8217
8217,0.8039,0.0202,0.8217
8218,0.8040,0.0202,0.8230
8219,0.8039,0.0203,0.8229
8220,0.8039,0.0206,0.8217
8221,0.8040,0.0206,0.8217
8222,0.8040,0.0206,0.8217
