gen,mean p,sigma p,max p
5158,0.2097,0.1179,0.3364
5159,0.2097,0.1179,0.3364
5160,0.2097,0.1179,0.3364
5161,0.2097,0.1179,0.3364
5162,0.2097,0.1179,0.3364
5163,0.2097,0.1179,0.3364
5164,0.2097,0.1179,0.3364
5165,0.2097,0.1179,0.3364
5166,0.2097,0.1179,0.3364
5167,0.2097,0.1179,0.3364
5168,0.2097,0.1179,0.3364
5169,0.2097,0.1179,0.3364
5170,0.2097,0.1179,0.3364
5171,0.2097,0.1179,0.3364
5172,0.2097,0.1179,0.3364
5173,0.2097,0.1179,0.3364
5174,0.2097,0.1179,0.3364
5175,0.2097,0.1179,0.3364
5176,0.2097,0.1179,0.3364
5177,0.2097,0.1179,0.3364
5178,0.2097,0.1179,0.3364
5179,0.2097,0.1179,0.3364
5180,0.2097,0.1179,0.3364
5181,0.2097,0.1179,0.3364
5182,0.2097,0.1179,0.3364
5183,0.2097,0.1179,0.3364
5184,0.2097,0.1179,0.3364
5185,0.2097,0.1179,0.3364
5186,0.2097,0.1179,0.3364
5187,0.2097,0.1179,0.3364
5188,0.2097,0.1179,0.3364
5189,0.2097,0.1179,0.3364
5190,0.2097,0.1179,0.3364
5191,0.2097,0.1179,0.3364
5192,0.2097,0.1179,0.3364
5193,0.2097,0.1179,0.3364
5194,0.2097,0.1179,0.3364
5195,0.2097,0.1179,0.3364
5196,0.2097,0.1179,0.3364
5197,0.2097,0.1179,0.3364
5198,0.2097,0.1179,0.3364
5199,0.2097,0.1179,0.3364
5200,0.2097,0.1179,0.3364
5201,0.2097,0.1179,0.3364
5202,0.2097,0.1179,0.3364
5203,0.2097,0.1179,0.3364
5204,0.2097,0.1179,0.3364
5205,0.2097,0.1179,0.3364
5206,0.2097,0.1179,0.3364
5207,0.2097,0.1179,0.3364
5208,0.2097,0.1179,0.3364
5209,0.2097,0.1179,0.3364
5210,0.2097,0.1179,0.3364
5211,0.2097,0.1179,0.3364
5212,0.2097,0.1179,0.3364
5213,0.2097,0.1179,0.3364
5214,0.2097,0.1179,0.3364
5215,0.2097,0.1179,0.3364
5216,0.2097,0.1179,0.3364
5217,0.2097,0.1179,0.3364
5218,0.2097,0.1179,0.3364
5219,0.2097,0.1179,0.3364
5220,0.2097,0.1179,0.3364
5221,0.2097,0.1179,0.3364
5222,0.2097,0.1179,0.3364
5223,0.2097,0.1179,0.3364
5224,0.2097,0.1179,0.3364
5225,0.2097,0.1179,0.3364
5226,0.2097,0.1179,0.3364
5227,0.2097,0.1179,0.3364
5228,0.2097,0.1179,0.3364
5229,0.2097,0.1179,0.3364
5230,0.2097,0.1179,0.3364
5231,0.2097,0.1179,0.3364
5232,0.2097,0.1179,0.3364
5233,0.2097,0.1179,0.3364
5234,0.2097,0.1179,0.3364
5235,0.2097,0.1179,0.3364
5236,0.2097,0.1179,0.3364
5237,0.2097,0.1179,0.3364
5238,0.2097,0.1179,0.3364
5239,0.2097,0.1179,0.3364
5240,0.2097,0.1179,0.3364
5241,0.2097,0.1179,0.3364
5242,0.2097,0.1179,0.3364
5243,0.2097,0.1179,0.3364
5244,0.2097,0.1179,0.3364
5245,0.2097,0.1179,0.3364
5246,0.2097,0.1179,0.3364
5247,0.2097,0.1179,0.3364
5248,0.2097,0.1179,0.3364
5249,0.2097,0.1179,0.3364
5250,0.2097,0.1179,0.3364
5251,0.2097,0.1179,0.3364
5252,0.2097,0.1179,0.3364
5253,0.2097,0.1179,0.3364
5254,0.2097,0.1179,0.3364
5255,0.2097,0.1179,0.3364
5256,0.2097,0.1179,0.3364
5257,0.2097,0.1179,0.3364
5258,0.2097,0.1179,0.3364
5259,0.2097,0.1179,0.3364
5260,0.2097,0.1179,0.3364
5261,0.2097,0.1179,0.3364
5262,0.2097,0.1179,0.3364
5263,0.2097,0.1179,0.3364
5264,0.2097,0.1179,0.3364
5265,0.2097,0.1179,0.3364
5266,0.2097,0.1179,0.3364
5267,0.2097,0.1179,0.3364
5268,0.2097,0.1179,0.3364
5269,0.2097,0.1179,0.3364
5270,0.2097,0.1179,0.3364
5271,0.2097,0.1179,0.3364
5272,0.2097,0.1179,0.3364
5273,0.2097,0.1179,0.3364
5274,0.2097,0.1179,0.3364
5275,0.2097,0.1179,0.3364
5276,0.2097,0.1179,0.3364
5277,0.2097,0.1179,0.3364
5278,0.2097,0.1179,0.3364
5279,0.2097,0.1179,0.3364
5280,0.2097,0.1179,0.3364
5281,0.2097,0.1179,0.3364
5282,0.2097,0.1179,0.3364
5283,0.2097,0.1179,0.3364
5284,0.2097,0.1179,0.3364
5285,0.2097,0.1179,0.3364
5286,0.2097,0.1179,0.3364
5287,0.2097,0.1179,0.3364
5288,0.2097,0.1179,0.3364
5289,0.2097,0.1179,0.3364
5290,0.2097,0.1179,0.3364
5291,0.2097,0.1179,0.3364
5292,0.2097,0.1179,0.3364
5293,0.2097,0.1179,0.3364
5294,0.2097,0.1179,0.3364
5295,0.2097,0.1179,0.3364
5296,0.2097,0.1179,0.3364
5297,0.2097,0.1179,0.3364
5298,0.2097,0.1179,0.3364
5299,0.2097,0.1179,0.3364
5300,0.2097,0.1179,0.3364
5301,0.2097,0.1179,0.3364
5302,0.2097,0.1179,0.3364
5303,0.2097,0.1179,0.3364
5304,0.2097,0.1179,0.3364
5305,0.2097,0.1179,0.3364
5306,0.2097,0.1179,0.3364
5307,0.2097,0.1179,0.3364
5308,0.2097,0.1179,0.3364
5309,0.2097,0.1179,0.3364
5310,0.2097,0.1179,0.3364
5311,0.2097,0.1179,0.3364
5312,0.2097,0.1179,0.3364
5313,0.2097,0.1179,0.3364
5314,0.2097,0.1179,0.3364
5315,0.2097,0.1179,0.3364
5316,0.2097,0.1179,0.3364
5317,0.2097,0.1179,0.3364
5318,0.2097,0.1179,0.3364
5319,0.2097,0.1179,0.3364
5320,0.2097,0.1179,0.3364
5321,0.2097,0.1179,0.3364
5322,0.2097,0.1179,0.3364
5323,0.2097,0.1179,0.3364
5324,0.2097,0.1179,0.3364
5325,0.2097,0.1179,0.3364
5326,0.2097,0.1179,0.3364
5327,0.2097,0.1179,0.3364
5328,0.2097,0.1179,0.3364
5329,0.2097,0.1179,0.3364
5330,0.2097,0.1179,0.3364
5331,0.2097,0.1179,0.3364
5332,0.2097,0.1179,0.3364
5333,0.2097,0.1179,0.3364
5334,0.2097,0.1179,0.3364
5335,0.2097,0.1179,0.3364
5336,0.2097,0.1179,0.3364
5337,0.2097,0.1179,0.3364
5338,0.2097,0.1179,0.3364
5339,0.2097,0.1179,0.3364
5340,0.2097,0.1179,0.3364
5341,0.2097,0.1179,0.3364
5342,0.2097,0.1179,0.3364
5343,0.2097,0.1179,0.3364
5344,0.2097,0.1179,0.3364
5345,0.2097,0.1179,0.3364
5346,0.2097,0.1179,0.3364
5347,0.2097,0.1179,0.3364
5348,0.2097,0.1179,0.3364
5349,0.2097,0.1179,0.3364
5350,0.2097,0.1179,0.3364
5351,0.2097,0.1179,0.3364
5352,0.2097,0.1179,0.3364
5353,0.2097,0.1179,0.3364
5354,0.2097,0.1179,0.3364
5355,0.2097,0.1179,0.3364
5356,0.2097,0.1179,0.3364
5357,0.2097,0.1179,0.3364
5358,0.2097,0.1179,0.3364
5359,0.2097,0.1179,0.3364
5360,0.2097,0.1179,0.3364
5361,0.2097,0.1179,0.3364
5362,0.2097,0.1179,0.3364
5363,0.2097,0.1179,0.3364
5364,0.2097,0.1179,0.3364
5365,0.2097,0.1179,0.3364
5366,0.2097,0.1179,0.3364
5367,0.2097,0.1179,0.3364
5368,0.2097,0.1179,0.3364
5369,0.2097,0.1179,0.3364
5370,0.2097,0.1179,0.3364
5371,0.2097,0.1179,0.3364
5372,0.2097,0.1179,0.3364
5373,0.2097,0.1179,0.3364
5374,0.2097,0.1179,0.3364
5375,0.2097,0.1179,0.3364
5376,0.2097,0.1179,0.3364
5377,0.2097,0.1179,0.3364
5378,0.2097,0.1179,0.3364
5379,0.2097,0.1179,0.3364
5380,0.2097,0.1179,0.3364
5381,0.2097,0.1179,0.3364
5382,0.2097,0.1179,0.3364
5383,0.2097,0.1179,0.3364
5384,0.2097,0.1179,0.3364
5385,0.2097,0.1179,0.3364
5386,0.2097,0.1179,0.3364
5387,0.2097,0.1179,0.3364
5388,0.2097,0.1179,0.3364
5389,0.2097,0.1179,0.3364
5390,0.2097,0.1179,0.3364
5391,0.2097,0.1179,0.3364
5392,0.2097,0.1179,0.3364
5393,0.2097,0.1179,0.3364
5394,0.2097,0.1179,0.3364
5395,0.2097,0.1179,0.3364
5396,0.2097,0.1179,0.3364
5397,0.2097,0.1179,0.3364
5398,0.2097,0.1179,0.3364
5399,0.2097,0.1179,0.3364
5400,0.2097,0.1179,0.3364
5401,0.2097,0.1179,0.3364
5402,0.2097,0.1179,0.3364
5403,0.2097,0.1179,0.3364
5404,0.2097,0.1179,0.3364
5405,0.2097,0.1179,0.3364
5406,0.2097,0.1179,0.3364
5407,0.2097,0.1179,0.3364
5408,0.2097,0.1179,0.3364
5409,0.2097,0.1179,0.3364
5410,0.2097,0.1179,0.3364
5411,0.2097,0.1179,0.3364
5412,0.2097,0.1179,0.3364
5413,0.2097,0.1179,0.3364
5414,0.2097,0.1179,0.3364
5415,0.2097,0.1179,0.3364
5416,0.2097,0.1179,0.3364
5417,0.2097,0.1179,0.3364
5418,0.2097,0.1179,0.3364
5419,0.2097,0.1179,0.3364
5420,0.2097,0.1179,0.3364
5421,0.2097,0.1179,0.3364
5422,0.2097,0.1179,0.3364
5423,0.2097,0.1179,0.3364
5424,0.2097,0.1179,0.3364
5425,0.2097,0.1179,0.3364
5426,0.2097,0.1179,0.3364
5427,0.2097,0.1179,0.3364
5428,0.2097,0.1179,0.3364
5429,0.2097,0.1179,0.3364
5430,0.2097,0.1179,0.3364
5431,0.2097,0.1179,0.3364
5432,0.2097,0.1179,0.3364
5433,0.2097,0.1179,0.3364
5434,0.2097,0.1179,0.3364
5435,0.2097,0.1179,0.3364
5436,0.2097,0.1179,0.3364
5437,0.2097,0.1179,0.3364
5438,0.2097,0.1179,0.3364
5439,0.2097,0.1179,0.3364
5440,0.2097,0.1179,0.3364
5441,0.2097,0.1179,0.3364
5442,0.2097,0.1179,0.3364
5443,0.2097,0.1179,0.3364
5444,0.2097,0.1179,0.3364
5445,0.2097,0.1179,0.3364
5446,0.2097,0.1179,0.3364
5447,0.2097,0.1179,0.3364
5448,0.2097,0.1179,0.3364
5449,0.2097,0.1179,0.3364
5450,0.2097,0.1179,0.3364
5451,0.2097,0.1179,0.3364
5452,0.2097,0.1179,0.3364
5453,0.2097,0.1179,0.3364
5454,0.2097,0.1179,0.3364
5455,0.2097,0.1179,0.3364
5456,0.2097,0.1179,0.3364
5457,0.2097,0.1179,0.3364
5458,0.2097,0.1179,0.3364
5459,0.2097,0.1179,0.3364
5460,0.2097,0.1179,0.3364
5461,0.2097,0.1179,0.3364
5462,0.2097,0.1179,0.3364
5463,0.2097,0.1179,0.3364
5464,0.2097,0.1179,0.3364
5465,0.2097,0.1179,0.3364
5466,0.2097,0.1179,0.3364
5467,0.2097,0.1179,0.3364
5468,0.2097,0.1179,0.3364
5469,0.2097,0.1179,0.3364
5470,0.2097,0.1179,0.3364
5471,0.2097,0.1179,0.3364
5472,0.2097,0.1179,0.3364
5473,0.2097,0.1179,0.3364
5474,0.2097,0.1179,0.3364
5475,0.2097,0.1179,0.3364
5476,0.2097,0.1179,0.3364
5477,0.2097,0.1179,0.3364
5478,0.2097,0.1179,0.3364
5479,0.2097,0.1179,0.3364
5480,0.2097,0.1179,0.3364
5481,0.2097,0.1179,0.3364
5482,0.2097,0.1179,0.3364
5483,0.2097,0.1179,0.3364
5484,0.2097,0.1179,0.3364
5485,0.2097,0.1179,0.3364
5486,0.2097,0.1179,0.3364
5487,0.2097,0.1179,0.3364
5488,0.2097,0.1179,0.3364
5489,0.2097,0.1179,0.3364
5490,0.2097,0.1179,0.3364
5491,0.2097,0.1179,0.3364
5492,0.2097,0.1179,0.3364
5493,0.2097,0.1179,0.3364
5494,0.2097,0.1179,0.3364
5495,0.2097,0.1179,0.3364
5496,0.2097,0.1179,0.3364
5497,0.2097,0.1179,0.3364
5498,0.2097,0.1179,0.3364
5499,0.2097,0.1179,0.3364
5500,0.2097,0.1179,0.3364
5501,0.2097,0.1179,0.3364
5502,0.2097,0.1179,0.3364
5503,0.2097,0.1179,0.3364
5504,0.2097,0.1179,0.3364
5505,0.2097,0.1179,0.3364
5506,0.2097,0.1179,0.3364
5507,0.2097,0.1179,0.3364
5508,0.2097,0.1179,0.3364
5509,0.2097,0.1179,0.3364
5510,0.2097,0.1179,0.3364
5511,0.2097,0.1179,0.3364
5512,0.2097,0.1179,0.3364
5513,0.2097,0.1179,0.3364
5514,0.2097,0.1179,0.3364
5515,0.2097,0.1179,0.3364
5516,0.2097,0.1179,0.3364
5517,0.2097,0.1179,0.3364
5518,0.2097,0.1179,0.3364
5519,0.2097,0.1179,0.3364
5520,0.2097,0.1179,0.3364
5521,0.2097,0.1179,0.3364
5522,0.2097,0.1179,0.3364
5523,0.2097,0.1179,0.3364
5524,0.2097,0.1179,0.3364
5525,0.2097,0.1179,0.3364
5526,0.2097,0.1179,0.3364
5527,0.2097,0.1179,0.3364
5528,0.2097,0.1179,0.3364
5529,0.2097,0.1179,0.3364
5530,0.2097,0.1179,0.3364
5531,0.2097,0.1179,0.3364
5532,0.2097,0.1179,0.3364
5533,0.2097,0.1179,0.3364
5534,0.2097,0.1179,0.3364
5535,0.2097,0.1179,0.3364
5536,0.2097,0.1179,0.3364
5537,0.2097,0.1179,0.3364
5538,0.2097,0.1179,0.3364
5539,0.2097,0.1179,0.3364
5540,0.2097,0.1179,0.3364
5541,0.2097,0.1179,0.3364
5542,0.2097,0.1179,0.3364
5543,0.2097,0.1179,0.3364
5544,0.2097,0.1179,0.3364
5545,0.2097,0.1179,0.3364
5546,0.2097,0.1179,0.3364
5547,0.2097,0.1179,0.3364
5548,0.2097,0.1179,0.3364
5549,0.2097,0.1179,0.3364
5550,0.2097,0.1179,0.3364
5551,0.2097,0.1179,0.3364
5552,0.2097,0.1179,0.3364
5553,0.2097,0.1179,0.3364
5554,0.2097,0.1179,0.3364
5555,0.2097,0.1179,0.3364
5556,0.2097,0.1179,0.3364
5557,0.2097,0.1179,0.3364
5558,0.2097,0.1179,0.3364
5559,0.2097,0.1179,0.3364
5560,0.2097,0.1179,0.3364
5561,0.2097,0.1179,0.3364
5562,0.2097,0.1179,0.3364
5563,0.2097,0.1179,0.3364
5564,0.2097,0.1179,0.3364
5565,0.2097,0.1179,0.3364
5566,0.2097,0.1179,0.3364
5567,0.2097,0.1179,0.3364
5568,0.2097,0.1179,0.3364
5569,0.2097,0.1179,0.3364
5570,0.2097,0.1179,0.3364
5571,0.2097,0.1179,0.3364
5572,0.2097,0.1179,0.3364
5573,0.2097,0.1179,0.3364
5574,0.2097,0.1179,0.3364
5575,0.2097,0.1179,0.3364
5576,0.2097,0.1179,0.3364
5577,0.2097,0.1179,0.3364
5578,0.2097,0.1179,0.3364
5579,0.2097,0.1179,0.3364
5580,0.2097,0.1179,0.3364
5581,0.2097,0.1179,0.3364
5582,0.2097,0.1179,0.3364
5583,0.2097,0.1179,0.3364
5584,0.2097,0.1179,0.3364
5585,0.2097,0.1179,0.3364
5586,0.2097,0.1179,0.3364
5587,0.2097,0.1179,0.3364
5588,0.2097,0.1179,0.3364
5589,0.2097,0.1179,0.3364
5590,0.2097,0.1179,0.3364
5591,0.2097,0.1179,0.3364
5592,0.2097,0.1179,0.3364
5593,0.2097,0.1179,0.3364
5594,0.2097,0.1179,0.3364
5595,0.2097,0.1179,0.3364
5596,0.2097,0.1179,0.3364
5597,0.2097,0.1179,0.3364
5598,0.2097,0.1179,0.3364
5599,0.2097,0.1179,0.3364
5600,0.2097,0.1179,0.3364
5601,0.2097,0.1179,0.3364
5602,0.2097,0.1179,0.3364
5603,0.2097,0.1179,0.3364
5604,0.2097,0.1179,0.3364
5605,0.2097,0.1179,0.3364
5606,0.2097,0.1179,0.3364
5607,0.2097,0.1179,0.3364
5608,0.2097,0.1179,0.3364
5609,0.2097,0.1179,0.3364
5610,0.2097,0.1179,0.3364
5611,0.2097,0.1179,0.3364
5612,0.2097,0.1179,0.3364
5613,0.2097,0.1179,0.3364
5614,0.2097,0.1179,0.3364
5615,0.2097,0.1179,0.3364
5616,0.2097,0.1179,0.3364
5617,0.2097,0.1179,0.3364
5618,0.2097,0.1179,0.3364
5619,0.2097,0.1179,0.3364
5620,0.2097,0.1179,0.3364
5621,0.2097,0.1179,0.3364
5622,0.2097,0.1179,0.3364
5623,0.2097,0.1179,0.3364
5624,0.2097,0.1179,0.3364
5625,0.2097,0.1179,0.3364
5626,0.2097,0.1179,0.3364
5627,0.2097,0.1179,0.3364
5628,0.2097,0.1179,0.3364
5629,0.2097,0.1179,0.3364
5630,0.2097,0.1179,0.3364
5631,0.2097,0.1179,0.3364
5632,0.2097,0.1179,0.3364
5633,0.2097,0.1179,0.3364
5634,0.2097,0.1179,0.3364
5635,0.2097,0.1179,0.3364
5636,0.2097,0.1179,0.3364
5637,0.2097,0.1179,0.3364
5638,0.2097,0.1179,0.3364
5639,0.2097,0.1179,0.3364
5640,0.2097,0.1179,0.3364
5641,0.2097,0.1179,0.3364
5642,0.2097,0.1179,0.3364
5643,0.2097,0.1179,0.3364
5644,0.2097,0.1179,0.3364
5645,0.2097,0.1179,0.3364
5646,0.2097,0.1179,0.3364
5647,0.2097,0.1179,0.3364
5648,0.2097,0.1179,0.3364
5649,0.2097,0.1179,0.3364
5650,0.2097,0.1179,0.3364
5651,0.2097,0.1179,0.3364
5652,0.2097,0.1179,0.3364
5653,0.2097,0.1179,0.3364
5654,0.2097,0.1179,0.3364
5655,0.2097,0.1179,0.3364
5656,0.2097,0.1179,0.3364
5657,0.2097,0.1179,0.3364
5658,0.2097,0.1179,0.3364
5659,0.2097,0.1179,0.3364
5660,0.2097,0.1179,0.3364
5661,0.2097,0.1179,0.3364
5662,0.2097,0.1179,0.3364
5663,0.2097,0.1179,0.3364
5664,0.2097,0.1179,0.3364
5665,0.2097,0.1179,0.3364
5666,0.2097,0.1179,0.3364
5667,0.2097,0.1179,0.3364
5668,0.2097,0.1179,0.3364
5669,0.2097,0.1179,0.3364
5670,0.2097,0.1179,0.3364
5671,0.2097,0.1179,0.3364
5672,0.2097,0.1179,0.3364
5673,0.2097,0.1179,0.3364
5674,0.2097,0.1179,0.3364
5675,0.2097,0.1179,0.3364
5676,0.2097,0.1179,0.3364
5677,0.2097,0.1179,0.3364
5678,0.2097,0.1179,0.3364
5679,0.2097,0.1179,0.3364
5680,0.2097,0.1179,0.3364
5681,0.2097,0.1179,0.3364
5682,0.2097,0.1179,0.3364
5683,0.2097,0.1179,0.3364
5684,0.2097,0.1179,0.3364
5685,0.2097,0.1179,0.3364
5686,0.2097,0.1179,0.3364
5687,0.2097,0.1179,0.3364
5688,0.2097,0.1179,0.3364
5689,0.2097,0.1179,0.3364
5690,0.2097,0.1179,0.3364
5691,0.2097,0.1179,0.3364
5692,0.2097,0.1179,0.3364
5693,0.2097,0.1179,0.3364
5694,0.2097,0.1179,0.3364
5695,0.2097,0.1179,0.3364
5696,0.2097,0.1179,0.3364
5697,0.2097,0.1179,0.3364
5698,0.2097,0.1179,0.3364
5699,0.2097,0.1179,0.3364
5700,0.2097,0.1179,0.3364
5701,0.2097,0.1179,0.3364
5702,0.2097,0.1179,0.3364
5703,0.2097,0.1179,0.3364
5704,0.2097,0.1179,0.3364
5705,0.2097,0.1179,0.3364
5706,0.2097,0.1179,0.3364
5707,0.2097,0.1179,0.3364
5708,0.2097,0.1179,0.3364
5709,0.2097,0.1179,0.3364
5710,0.2097,0.1179,0.3364
5711,0.2097,0.1179,0.3364
5712,0.2097,0.1179,0.3364
5713,0.2097,0.1179,0.3364
5714,0.2097,0.1179,0.3364
5715,0.2097,0.1179,0.3364
5716,0.2097,0.1179,0.3364
5717,0.2097,0.1179,0.3364
5718,0.2097,0.1179,0.3364
5719,0.2097,0.1179,0.3364
5720,0.2097,0.1179,0.3364
5721,0.2097,0.1179,0.3364
5722,0.2097,0.1179,0.3364
5723,0.2097,0.1179,0.3364
5724,0.2097,0.1179,0.3364
5725,0.2097,0.1179,0.3364
5726,0.2097,0.1179,0.3364
5727,0.2097,0.1179,0.3364
5728,0.2097,0.1179,0.3364
5729,0.2097,0.1179,0.3364
5730,0.2097,0.1179,0.3364
5731,0.2097,0.1179,0.3364
5732,0.2097,0.1179,0.3364
5733,0.2097,0.1179,0.3364
5734,0.2097,0.1179,0.3364
5735,0.2097,0.1179,0.3364
5736,0.2097,0.1179,0.3364
5737,0.2097,0.1179,0.3364
5738,0.2097,0.1179,0.3364
5739,0.2097,0.1179,0.3364
5740,0.2097,0.1179,0.3364
5741,0.2097,0.1179,0.3364
5742,0.2097,0.1179,0.3364
5743,0.2097,0.1179,0.3364
5744,0.2097,0.1179,0.3364
5745,0.2097,0.1179,0.3364
5746,0.2097,0.1179,0.3364
5747,0.2097,0.1179,0.3364
5748,0.2097,0.1179,0.3364
5749,0.2097,0.1179,0.3364
5750,0.2097,0.1179,0.3364
5751,0.2097,0.1179,0.3364
5752,0.2097,0.1179,0.3364
5753,0.2097,0.1179,0.3364
5754,0.2097,0.1179,0.3364
5755,0.2097,0.1179,0.3364
5756,0.2097,0.1179,0.3364
5757,0.2097,0.1179,0.3364
5758,0.2097,0.1179,0.3364
5759,0.2097,0.1179,0.3364
5760,0.2097,0.1179,0.3364
5761,0.2097,0.1179,0.3364
5762,0.2097,0.1179,0.3364
5763,0.2097,0.1179,0.3364
5764,0.2097,0.1179,0.3364
5765,0.2097,0.1179,0.3364
5766,0.2097,0.1179,0.3364
5767,0.2097,0.1179,0.3364
5768,0.2097,0.1179,0.3364
5769,0.2097,0.1179,0.3364
5770,0.2097,0.1179,0.3364
5771,0.2097,0.1179,0.3364
5772,0.2097,0.1179,0.3364
5773,0.2097,0.1179,0.3364
5774,0.2097,0.1179,0.3364
5775,0.2097,0.1179,0.3364
5776,0.2097,0.1179,0.3364
5777,0.2097,0.1179,0.3364
5778,0.2097,0.1179,0.3364
5779,0.2097,0.1179,0.3364
5780,0.2097,0.1179,0.3364
5781,0.2097,0.1179,0.3364
5782,0.2097,0.1179,0.3364
5783,0.2097,0.1179,0.3364
5784,0.2097,0.1179,0.3364
5785,0.2097,0.1179,0.3364
5786,0.2097,0.1179,0.3364
5787,0.2097,0.1179,0.3364
5788,0.2097,0.1179,0.3364
5789,0.2097,0.1179,0.3364
5790,0.2097,0.1179,0.3364
5791,0.2097,0.1179,0.3364
5792,0.2097,0.1179,0.3364
5793,0.2097,0.1179,0.3364
5794,0.2097,0.1179,0.3364
5795,0.2097,0.1179,0.3364
5796,0.2097,0.1179,0.3364
5797,0.2097,0.1179,0.3364
5798,0.2097,0.1179,0.3364
5799,0.2097,0.1179,0.3364
5800,0.2097,0.1179,0.3364
5801,0.2097,0.1179,0.3364
5802,0.2097,0.1179,0.3364
5803,0.2097,0.1179,0.3364
5804,0.2097,0.1179,0.3364
5805,0.2097,0.1179,0.3364
5806,0.2097,0.1179,0.3364
5807,0.2097,0.1179,0.3364
5808,0.2097,0.1179,0.3364
5809,0.2097,0.1179,0.3364
5810,0.2097,0.1179,0.3364
5811,0.2097,0.1179,0.3364
5812,0.2097,0.1179,0.3364
5813,0.2097,0.1179,0.3364
5814,0.2097,0.1179,0.3364
5815,0.2097,0.1179,0.3364
5816,0.2097,0.1179,0.3364
5817,0.2097,0.1179,0.3364
5818,0.2097,0.1179,0.3364
5819,0.2097,0.1179,0.3364
5820,0.2097,0.1179,0.3364
5821,0.2097,0.1179,0.3364
5822,0.2097,0.1179,0.3364
5823,0.2097,0.1179,0.3364
5824,0.2097,0.1179,0.3364
5825,0.2097,0.1179,0.3364
5826,0.2097,0.1179,0.3364
5827,0.2097,0.1179,0.3364
5828,0.2097,0.1179,0.3364
5829,0.2097,0.1179,0.3364
5830,0.2097,0.1179,0.3364
5831,0.2097,0.1179,0.3364
5832,0.2097,0.1179,0.3364
5833,0.2097,0.1179,0.3364
5834,0.2097,0.1179,0.3364
5835,0.2097,0.1179,0.3364
5836,0.2097,0.1179,0.3364
5837,0.2097,0.1179,0.3364
5838,0.2097,0.1179,0.3364
5839,0.2097,0.1179,0.3364
5840,0.2097,0.1179,0.3364
5841,0.2097,0.1179,0.3364
5842,0.2097,0.1179,0.3364
5843,0.2097,0.1179,0.3364
5844,0.2097,0.1179,0.3364
5845,0.2097,0.1179,0.3364
5846,0.2097,0.1179,0.3364
5847,0.2097,0.1179,0.3364
5848,0.2097,0.1179,0.3364
5849,0.2097,0.1179,0.3364
5850,0.2097,0.1179,0.3364
5851,0.2097,0.1179,0.3364
5852,0.2097,0.1179,0.3364
5853,0.2097,0.1179,0.3364
5854,0.2097,0.1179,0.3364
5855,0.2097,0.1179,0.3364
5856,0.2097,0.1179,0.3364
5857,0.2097,0.1179,0.3364
5858,0.2097,0.1179,0.3364
5859,0.2097,0.1179,0.3364
5860,0.2097,0.1179,0.3364
5861,0.2097,0.1179,0.3364
5862,0.2097,0.1179,0.3364
5863,0.2097,0.1179,0.3364
5864,0.2097,0.1179,0.3364
5865,0.2097,0.1179,0.3364
5866,0.2097,0.1179,0.3364
5867,0.2097,0.1179,0.3364
5868,0.2097,0.1179,0.3364
5869,0.2097,0.1179,0.3364
5870,0.2097,0.1179,0.3364
5871,0.2097,0.1179,0.3364
5872,0.2097,0.1179,0.3364
5873,0.2097,0.1179,0.3364
5874,0.2097,0.1179,0.3364
5875,0.2097,0.1179,0.3364
5876,0.2097,0.1179,0.3364
5877,0.2097,0.1179,0.3364
5878,0.2097,0.1179,0.3364
5879,0.2097,0.1179,0.3364
5880,0.2097,0.1179,0.3364
5881,0.2097,0.1179,0.3364
5882,0.2097,0.1179,0.3364
5883,0.2097,0.1179,0.3364
5884,0.2097,0.1179,0.3364
5885,0.2097,0.1179,0.3364
5886,0.2097,0.1179,0.3364
5887,0.2097,0.1179,0.3364
5888,0.2097,0.1179,0.3364
5889,0.2097,0.1179,0.3364
5890,0.2097,0.1179,0.3364
5891,0.2097,0.1179,0.3364
5892,0.2097,0.1179,0.3364
5893,0.2097,0.1179,0.3364
5894,0.2097,0.1179,0.3364
5895,0.2097,0.1179,0.3364
5896,0.2097,0.1179,0.3364
5897,0.2097,0.1179,0.3364
5898,0.2097,0.1179,0.3364
5899,0.2097,0.1179,0.3364
5900,0.2097,0.1179,0.3364
5901,0.2097,0.1179,0.3364
5902,0.2097,0.1179,0.3364
5903,0.2097,0.1179,0.3364
5904,0.2097,0.1179,0.3364
5905,0.2097,0.1179,0.3364
5906,0.2097,0.1179,0.3364
5907,0.2097,0.1179,0.3364
5908,0.2097,0.1179,0.3364
5909,0.2097,0.1179,0.3364
5910,0.2097,0.1179,0.3364
5911,0.2097,0.1179,0.3364
5912,0.2097,0.1179,0.3364
5913,0.2097,0.1179,0.3364
5914,0.2097,0.1179,0.3364
5915,0.2097,0.1179,0.3364
5916,0.2097,0.1179,0.3364
5917,0.2097,0.1179,0.3364
5918,0.2097,0.1179,0.3364
5919,0.2097,0.1179,0.3364
5920,0.2097,0.1179,0.3364
5921,0.2097,0.1179,0.3364
5922,0.2097,0.1179,0.3364
5923,0.2097,0.1179,0.3364
5924,0.2097,0.1179,0.3364
5925,0.2097,0.1179,0.3364
5926,0.2097,0.1179,0.3364
5927,0.2097,0.1179,0.3364
5928,0.2097,0.1179,0.3364
5929,0.2097,0.1179,0.3364
5930,0.2097,0.1179,0.3364
5931,0.2097,0.1179,0.3364
5932,0.2097,0.1179,0.3364
5933,0.2097,0.1179,0.3364
