gen,mean p,sigma p,max p
6611,0.2097,0.1179,0.3364
6612,0.2097,0.1179,0.3364
6613,0.2097,0.1179,0.3364
6614,0.2097,0.1179,0.3364
6615,0.2097,0.1179,0.3364
6616,0.2097,0.1179,0.3364
6617,0.2097,0.1179,0.3364
6618,0.2097,0.1179,0.3364
6619,0.2097,0.1179,0.3364
6620,0.2097,0.1179,0.3364
6621,0.2097,0.1179,0.3364
6622,0.2097,0.1179,0.3364
6623,0.2097,0.1179,0.3364
6624,0.2097,0.1179,0.3364
6625,0.2097,0.1179,0.3364
6626,0.2097,0.1179,0.3364
6627,0.2097,0.1179,0.3364
6628,0.2097,0.1179,0.3364
6629,0.2097,0.1179,0.3364
6630,0.2097,0.1179,0.3364
6631,0.2097,0.1179,0.3364
6632,0.2097,0.1179,0.3364
6633,0.2097,0.1179,0.3364
6634,0.2097,0.1179,0.3364
6635,0.2097,0.1179,0.3364
6636,0.2097,0.1179,0.3364
6637,0.2097,0.1179,0.3364
6638,0.2097,0.1179,0.3364
6639,0.2097,0.1179,0.3364
6640,0.2097,0.1179,0.3364
6641,0.2097,0.1179,0.3364
6642,0.2097,0.1179,0.3364
6643,0.2097,0.1179,0.3364
6644,0.2097,0.1179,0.3364
6645,0.2097,0.1179,0.3364
6646,0.2097,0.1179,0.3364
6647,0.2097,0.1179,0.3364
6648,0.2097,0.1179,0.3364
6649,0.2097,0.1179,0.3364
6650,0.2097,0.1179,0.3364
6651,0.2097,0.1179,0.3364
6652,0.2097,0.1179,0.3364
6653,0.2097,0.1179,0.3364
6654,0.2097,0.1179,0.3364
6655,0.2097,0.1179,0.3364
6656,0.2097,0.1179,0.3364
6657,0.2097,0.1179,0.3364
6658,0.2097,0.1179,0.3364
6659,0.2097,0.1179,0.3364
6660,0.2097,0.1179,0.3364
6661,0.2097,0.1179,0.3364
6662,0.2097,0.1179,0.3364
6663,0.2097,0.1179,0.3364
6664,0.2097,0.1179,0.3364
6665,0.2097,0.1179,0.3364
6666,0.2097,0.1179,0.3364
6667,0.2097,0.1179,0.3364
6668,0.2097,0.1179,0.3364
6669,0.2097,0.1179,0.3364
6670,0.2097,0.1179,0.3364
6671,0.2097,0.1179,0.3364
6672,0.2097,0.1179,0.3364
6673,0.2097,0.1179,0.3364
6674,0.2097,0.1179,0.3364
6675,0.2097,0.1179,0.3364
6676,0.2097,0.1179,0.3364
6677,0.2097,0.1179,0.3364
6678,0.2097,0.1179,0.3364
6679,0.2097,0.1179,0.3364
6680,0.2097,0.1179,0.3364
6681,0.2097,0.1179,0.3364
6682,0.2097,0.1179,0.3364
6683,0.2097,0.1179,0.3364
6684,0.2097,0.1179,0.3364
6685,0.2097,0.1179,0.3364
6686,0.2097,0.1179,0.3364
6687,0.2097,0.1179,0.3364
6688,0.2097,0.1179,0.3364
6689,0.2097,0.1179,0.3364
6690,0.2097,0.1179,0.3364
6691,0.2097,0.1179,0.3364
6692,0.2097,0.1179,0.3364
6693,0.2097,0.1179,0.3364
6694,0.2097,0.1179,0.3364
6695,0.2097,0.1179,0.3364
6696,0.2097,0.1179,0.3364
6697,0.2097,0.1179,0.3364
6698,0.2097,0.1179,0.3364
6699,0.2097,0.1179,0.3364
6700,0.2097,0.1179,0.3364
6701,0.2097,0.1179,0.3364
6702,0.2097,0.1179,0.3364
6703,0.2097,0.1179,0.3364
6704,0.2097,0.1179,0.3364
6705,0.2097,0.1179,0.3364
6706,0.2097,0.1179,0.3364
6707,0.2097,0.1179,0.3364
6708,0.2097,0.1179,0.3364
6709,0.2097,0.1179,0.3364
6710,0.2097,0.1179,0.3364
6711,0.2097,0.1179,0.3364
6712,0.2097,0.1179,0.3364
6713,0.2097,0.1179,0.3364
6714,0.2097,0.1179,0.3364
6715,0.2097,0.1179,0.3364
6716,0.2097,0.1179,0.3364
6717,0.2097,0.1179,0.3364
6718,0.2097,0.1179,0.3364
6719,0.2097,0.1179,0.3364
6720,0.2097,0.1179,0.3364
6721,0.2097,0.1179,0.3364
6722,0.2097,0.1179,0.3364
6723,0.2097,0.1179,0.3364
6724,0.2097,0.1179,0.3364
6725,0.2097,0.1179,0.3364
6726,0.2097,0.1179,0.3364
6727,0.2097,0.1179,0.3364
6728,0.2097,0.1179,0.3364
6729,0.2097,0.1179,0.3364
6730,0.2097,0.1179,0.3364
6731,0.2097,0.1179,0.3364
6732,0.2097,0.1179,0.3364
6733,0.2097,0.1179,0.3364
6734,0.2097,0.1179,0.3364
6735,0.2097,0.1179,0.3364
6736,0.2097,0.1179,0.3364
6737,0.2097,0.1179,0.3364
6738,0.2097,0.1179,0.3364
6739,0.2097,0.1179,0.3364
6740,0.2097,0.1179,0.3364
6741,0.2097,0.1179,0.3364
6742,0.2097,0.1179,0.3364
6743,0.2097,0.1179,0.3364
6744,0.2097,0.1179,0.3364
6745,0.2097,0.1179,0.3364
6746,0.2097,0.1179,0.3364
6747,0.2097,0.1179,0.3364
6748,0.2097,0.1179,0.3364
6749,0.2097,0.1179,0.3364
6750,0.2097,0.1179,0.3364
6751,0.2097,0.1179,0.3364
6752,0.2097,0.1179,0.3364
6753,0.2097,0.1179,0.3364
6754,0.2097,0.1179,0.3364
6755,0.2097,0.1179,0.3364
6756,0.2097,0.1179,0.3364
6757,0.2097,0.1179,0.3364
6758,0.2097,0.1179,0.3364
6759,0.2097,0.1179,0.3364
6760,0.2097,0.1179,0.3364
6761,0.2097,0.1179,0.3364
6762,0.2097,0.1179,0.3364
6763,0.2097,0.1179,0.3364
6764,0.2097,0.1179,0.3364
6765,0.2097,0.1179,0.3364
6766,0.2097,0.1179,0.3364
6767,0.2097,0.1179,0.3364
6768,0.2097,0.1179,0.3364
6769,0.2097,0.1179,0.3364
6770,0.2097,0.1179,0.3364
6771,0.2097,0.1179,0.3364
6772,0.2097,0.1179,0.3364
6773,0.2097,0.1179,0.3364
6774,0.2097,0.1179,0.3364
6775,0.2097,0.1179,0.3364
6776,0.2097,0.1179,0.3364
6777,0.2097,0.1179,0.3364
6778,0.2097,0.1179,0.3364
6779,0.2097,0.1179,0.3364
6780,0.2097,0.1179,0.3364
6781,0.2097,0.1179,0.3364
6782,0.2097,0.1179,0.3364
6783,0.2097,0.1179,0.3364
6784,0.2097,0.1179,0.3364
6785,0.2097,0.1179,0.3364
6786,0.2097,0.1179,0.3364
6787,0.2097,0.1179,0.3364
6788,0.2097,0.1179,0.3364
6789,0.2097,0.1179,0.3364
6790,0.2097,0.1179,0.3364
6791,0.2097,0.1179,0.3364
6792,0.2097,0.1179,0.3364
6793,0.2097,0.1179,0.3364
6794,0.2097,0.1179,0.3364
6795,0.2097,0.1179,0.3364
6796,0.2097,0.1179,0.3364
6797,0.2097,0.1179,0.3364
6798,0.2097,0.1179,0.3364
6799,0.2097,0.1179,0.3364
6800,0.2097,0.1179,0.3364
6801,0.2097,0.1179,0.3364
6802,0.2097,0.1179,0.3364
6803,0.2097,0.1179,0.3364
6804,0.2097,0.1179,0.3364
6805,0.2097,0.1179,0.3364
6806,0.2097,0.1179,0.3364
6807,0.2097,0.1179,0.3364
6808,0.2097,0.1179,0.3364
6809,0.2097,0.1179,0.3364
6810,0.2097,0.1179,0.3364
6811,0.2097,0.1179,0.3364
6812,0.2097,0.1179,0.3364
6813,0.2097,0.1179,0.3364
6814,0.2097,0.1179,0.3364
6815,0.2097,0.1179,0.3364
6816,0.2097,0.1179,0.3364
6817,0.2097,0.1179,0.3364
6818,0.2097,0.1179,0.3364
6819,0.2097,0.1179,0.3364
6820,0.2097,0.1179,0.3364
6821,0.2097,0.1179,0.3364
6822,0.2097,0.1179,0.3364
6823,0.2097,0.1179,0.3364
6824,0.2097,0.1179,0.3364
6825,0.2097,0.1179,0.3364
6826,0.2097,0.1179,0.3364
6827,0.2097,0.1179,0.3364
6828,0.2097,0.1179,0.3364
6829,0.2097,0.1179,0.3364
6830,0.2097,0.1179,0.3364
6831,0.2097,0.1179,0.3364
6832,0.2097,0.1179,0.3364
6833,0.2097,0.1179,0.3364
6834,0.2097,0.1179,0.3364
6835,0.2097,0.1179,0.3364
6836,0.2097,0.1179,0.3364
6837,0.2097,0.1179,0.3364
6838,0.2097,0.1179,0.3364
6839,0.2097,0.1179,0.3364
6840,0.2097,0.1179,0.3364
6841,0.2097,0.1179,0.3364
6842,0.2097,0.1179,0.3364
6843,0.2097,0.1179,0.3364
6844,0.2097,0.1179,0.3364
6845,0.2097,0.1179,0.3364
6846,0.2097,0.1179,0.3364
6847,0.2097,0.1179,0.3364
6848,0.2097,0.1179,0.3364
6849,0.2097,0.1179,0.3364
6850,0.2097,0.1179,0.3364
6851,0.2097,0.1179,0.3364
6852,0.2097,0.1179,0.3364
6853,0.2097,0.1179,0.3364
6854,0.2097,0.1179,0.3364
6855,0.2097,0.1179,0.3364
6856,0.2097,0.1179,0.3364
6857,0.2097,0.1179,0.3364
6858,0.2097,0.1179,0.3364
6859,0.2097,0.1179,0.3364
6860,0.2097,0.1179,0.3364
6861,0.2097,0.1179,0.3364
6862,0.2097,0.1179,0.3364
6863,0.2097,0.1179,0.3364
6864,0.2097,0.1179,0.3364
6865,0.2097,0.1179,0.3364
6866,0.2097,0.1179,0.3364
6867,0.2097,0.1179,0.3364
6868,0.2097,0.1179,0.3364
6869,0.2097,0.1179,0.3364
6870,0.2097,0.1179,0.3364
6871,0.2097,0.1179,0.3364
6872,0.2097,0.1179,0.3364
6873,0.2097,0.1179,0.3364
6874,0.2097,0.1179,0.3364
6875,0.2097,0.1179,0.3364
6876,0.2097,0.1179,0.3364
6877,0.2097,0.1179,0.3364
6878,0.2097,0.1179,0.3364
6879,0.2097,0.1179,0.3364
6880,0.2097,0.1179,0.3364
6881,0.2097,0.1179,0.3364
6882,0.2097,0.1179,0.3364
6883,0.2097,0.1179,0.3364
6884,0.2097,0.1179,0.3364
6885,0.2097,0.1179,0.3364
6886,0.2097,0.1179,0.3364
6887,0.2097,0.1179,0.3364
6888,0.2097,0.1179,0.3364
6889,0.2097,0.1179,0.3364
6890,0.2097,0.1179,0.3364
6891,0.2097,0.1179,0.3364
6892,0.2097,0.1179,0.3364
6893,0.2097,0.1179,0.3364
6894,0.2097,0.1179,0.3364
6895,0.2097,0.1179,0.3364
6896,0.2097,0.1179,0.3364
6897,0.2097,0.1179,0.3364
6898,0.2097,0.1179,0.3364
6899,0.2097,0.1179,0.3364
6900,0.2097,0.1179,0.3364
6901,0.2097,0.1179,0.3364
6902,0.2097,0.1179,0.3364
6903,0.2097,0.1179,0.3364
6904,0.2097,0.1179,0.3364
6905,0.2097,0.1179,0.3364
6906,0.2097,0.1179,0.3364
6907,0.2097,0.1179,0.3364
6908,0.2097,0.1179,0.3364
6909,0.2097,0.1179,0.3364
6910,0.2097,0.1179,0.3364
6911,0.2097,0.1179,0.3364
6912,0.2097,0.1179,0.3364
6913,0.2097,0.1179,0.3364
6914,0.2097,0.1179,0.3364
6915,0.2097,0.1179,0.3364
6916,0.2097,0.1179,0.3364
6917,0.2097,0.1179,0.3364
6918,0.2097,0.1179,0.3364
6919,0.2097,0.1179,0.3364
6920,0.2097,0.1179,0.3364
6921,0.2097,0.1179,0.3364
6922,0.2097,0.1179,0.3364
6923,0.2097,0.1179,0.3364
6924,0.2097,0.1179,0.3364
6925,0.2097,0.1179,0.3364
6926,0.2097,0.1179,0.3364
6927,0.2097,0.1179,0.3364
6928,0.2097,0.1179,0.3364
6929,0.2097,0.1179,0.3364
6930,0.2097,0.1179,0.3364
6931,0.2097,0.1179,0.3364
6932,0.2097,0.1179,0.3364
6933,0.2097,0.1179,0.3364
6934,0.2097,0.1179,0.3364
6935,0.2097,0.1179,0.3364
6936,0.2097,0.1179,0.3364
6937,0.2097,0.1179,0.3364
6938,0.2097,0.1179,0.3364
6939,0.2097,0.1179,0.3364
6940,0.2097,0.1179,0.3364
6941,0.2097,0.1179,0.3364
6942,0.2097,0.1179,0.3364
6943,0.2097,0.1179,0.3364
6944,0.2097,0.1179,0.3364
6945,0.2097,0.1179,0.3364
6946,0.2097,0.1179,0.3364
6947,0.2097,0.1179,0.3364
6948,0.2097,0.1179,0.3364
6949,0.2097,0.1179,0.3364
6950,0.2097,0.1179,0.3364
6951,0.2097,0.1179,0.3364
6952,0.2097,0.1179,0.3364
6953,0.2097,0.1179,0.3364
6954,0.2097,0.1179,0.3364
6955,0.2097,0.1179,0.3364
6956,0.2097,0.1179,0.3364
6957,0.2097,0.1179,0.3364
6958,0.2097,0.1179,0.3364
6959,0.2097,0.1179,0.3364
6960,0.2097,0.1179,0.3364
6961,0.2097,0.1179,0.3364
6962,0.2097,0.1179,0.3364
6963,0.2097,0.1179,0.3364
6964,0.2097,0.1179,0.3364
6965,0.2097,0.1179,0.3364
6966,0.2097,0.1179,0.3364
6967,0.2097,0.1179,0.3364
6968,0.2097,0.1179,0.3364
6969,0.2097,0.1179,0.3364
6970,0.2097,0.1179,0.3364
6971,0.2097,0.1179,0.3364
6972,0.2097,0.1179,0.3364
6973,0.2097,0.1179,0.3364
6974,0.2097,0.1179,0.3364
6975,0.2097,0.1179,0.3364
6976,0.2097,0.1179,0.3364
6977,0.2097,0.1179,0.3364
6978,0.2097,0.1179,0.3364
6979,0.2097,0.1179,0.3364
6980,0.2097,0.1179,0.3364
6981,0.2097,0.1179,0.3364
6982,0.2097,0.1179,0.3364
6983,0.2097,0.1179,0.3364
6984,0.2097,0.1179,0.3364
6985,0.2097,0.1179,0.3364
6986,0.2097,0.1179,0.3364
6987,0.2097,0.1179,0.3364
6988,0.2097,0.1179,0.3364
6989,0.2097,0.1179,0.3364
6990,0.2097,0.1179,0.3364
6991,0.2097,0.1179,0.3364
6992,0.2097,0.1179,0.3364
6993,0.2097,0.1179,0.3364
6994,0.2097,0.1179,0.3364
6995,0.2097,0.1179,0.3364
6996,0.2097,0.1179,0.3364
6997,0.2097,0.1179,0.3364
6998,0.2097,0.1179,0.3364
6999,0.2097,0.1179,0.3364
7000,0.2097,0.1179,0.3364
7001,0.2097,0.1179,0.3364
7002,0.2097,0.1179,0.3364
7003,0.2097,0.1179,0.3364
7004,0.2097,0.1179,0.3364
7005,0.2097,0.1179,0.3364
7006,0.2097,0.1179,0.3364
7007,0.2097,0.1179,0.3364
7008,0.2097,0.1179,0.3364
7009,0.2097,0.1179,0.3364
7010,0.2097,0.1179,0.3364
7011,0.2097,0.1179,0.3364
7012,0.2097,0.1179,0.3364
7013,0.2097,0.1179,0.3364
7014,0.2097,0.1179,0.3364
7015,0.2097,0.1179,0.3364
7016,0.2097,0.1179,0.3364
7017,0.2097,0.1179,0.3364
7018,0.2097,0.1179,0.3364
7019,0.2097,0.1179,0.3364
7020,0.2097,0.1179,0.3364
7021,0.2097,0.1179,0.3364
7022,0.2097,0.1179,0.3364
7023,0.2097,0.1179,0.3364
7024,0.2097,0.1179,0.3364
7025,0.2097,0.1179,0.3364
7026,0.2097,0.1179,0.3364
7027,0.2097,0.1179,0.3364
7028,0.2097,0.1179,0.3364
7029,0.2097,0.1179,0.3364
7030,0.2097,0.1179,0.3364
7031,0.2097,0.1179,0.3364
7032,0.2097,0.1179,0.3364
7033,0.2097,0.1179,0.3364
7034,0.2097,0.1179,0.3364
7035,0.2097,0.1179,0.3364
7036,0.2097,0.1179,0.3364
7037,0.2097,0.1179,0.3364
7038,0.2097,0.1179,0.3364
7039,0.2097,0.1179,0.3364
7040,0.2097,0.1179,0.3364
7041,0.2097,0.1179,0.3364
7042,0.2097,0.1179,0.3364
7043,0.2097,0.1179,0.3364
7044,0.2097,0.1179,0.3364
7045,0.2097,0.1179,0.3364
7046,0.2097,0.1179,0.3364
7047,0.2097,0.1179,0.3364
7048,0.2097,0.1179,0.3364
7049,0.2097,0.1179,0.3364
7050,0.2097,0.1179,0.3364
7051,0.2097,0.1179,0.3364
7052,0.2097,0.1179,0.3364
7053,0.2097,0.1179,0.3364
7054,0.2097,0.1179,0.3364
7055,0.2097,0.1179,0.3364
7056,0.2097,0.1179,0.3364
7057,0.2097,0.1179,0.3364
7058,0.2097,0.1179,0.3364
7059,0.2097,0.1179,0.3364
7060,0.2097,0.1179,0.3364
7061,0.2097,0.1179,0.3364
7062,0.2097,0.1179,0.3364
7063,0.2097,0.1179,0.3364
7064,0.2097,0.1179,0.3364
7065,0.2097,0.1179,0.3364
7066,0.2097,0.1179,0.3364
7067,0.2097,0.1179,0.3364
7068,0.2097,0.1179,0.3364
7069,0.2097,0.1179,0.3364
7070,0.2097,0.1179,0.3364
7071,0.2097,0.1179,0.3364
7072,0.2097,0.1179,0.3364
7073,0.2097,0.1179,0.3364
7074,0.2097,0.1179,0.3364
7075,0.2097,0.1179,0.3364
7076,0.2097,0.1179,0.3364
7077,0.2097,0.1179,0.3364
7078,0.2097,0.1179,0.3364
7079,0.2097,0.1179,0.3364
7080,0.2097,0.1179,0.3364
7081,0.2097,0.1179,0.3364
7082,0.2097,0.1179,0.3364
7083,0.2097,0.1179,0.3364
7084,0.2097,0.1179,0.3364
7085,0.2097,0.1179,0.3364
7086,0.2097,0.1179,0.3364
7087,0.2097,0.1179,0.3364
7088,0.2097,0.1179,0.3364
7089,0.2097,0.1179,0.3364
7090,0.2097,0.1179,0.3364
7091,0.2097,0.1179,0.3364
7092,0.2097,0.1179,0.3364
7093,0.2097,0.1179,0.3364
7094,0.2097,0.1179,0.3364
7095,0.2097,0.1179,0.3364
7096,0.2097,0.1179,0.3364
7097,0.2097,0.1179,0.3364
7098,0.2097,0.1179,0.3364
7099,0.2097,0.1179,0.3364
7100,0.2097,0.1179,0.3364
7101,0.2097,0.1179,0.3364
7102,0.2097,0.1179,0.3364
7103,0.2097,0.1179,0.3364
7104,0.2097,0.1179,0.3364
7105,0.2097,0.1179,0.3364
7106,0.2097,0.1179,0.3364
7107,0.2097,0.1179,0.3364
7108,0.2097,0.1179,0.3364
7109,0.2097,0.1179,0.3364
7110,0.2097,0.1179,0.3364
7111,0.2097,0.1179,0.3364
7112,0.2097,0.1179,0.3364
7113,0.2097,0.1179,0.3364
7114,0.2097,0.1179,0.3364
7115,0.2097,0.1179,0.3364
7116,0.2097,0.1179,0.3364
7117,0.2097,0.1179,0.3364
7118,0.2097,0.1179,0.3364
7119,0.2097,0.1179,0.3364
7120,0.2097,0.1179,0.3364
7121,0.2097,0.1179,0.3364
7122,0.2097,0.1179,0.3364
7123,0.2097,0.1179,0.3364
7124,0.2097,0.1179,0.3364
7125,0.2097,0.1179,0.3364
7126,0.2097,0.1179,0.3364
7127,0.2097,0.1179,0.3364
7128,0.2097,0.1179,0.3364
7129,0.2097,0.1179,0.3364
7130,0.2097,0.1179,0.3364
7131,0.2097,0.1179,0.3364
7132,0.2097,0.1179,0.3364
7133,0.2097,0.1179,0.3364
7134,0.2097,0.1179,0.3364
7135,0.2097,0.1179,0.3364
7136,0.2097,0.1179,0.3364
7137,0.2097,0.1179,0.3364
7138,0.2097,0.1179,0.3364
7139,0.2097,0.1179,0.3364
7140,0.2097,0.1179,0.3364
7141,0.2097,0.1179,0.3364
7142,0.2097,0.1179,0.3364
7143,0.2097,0.1179,0.3364
7144,0.2097,0.1179,0.3364
7145,0.2097,0.1179,0.3364
7146,0.2097,0.1179,0.3364
7147,0.2097,0.1179,0.3364
7148,0.2097,0.1179,0.3364
7149,0.2097,0.1179,0.3364
7150,0.2097,0.1179,0.3364
7151,0.2097,0.1179,0.3364
7152,0.2097,0.1179,0.3364
7153,0.2097,0.1179,0.3364
7154,0.2097,0.1179,0.3364
7155,0.2097,0.1179,0.3364
7156,0.2097,0.1179,0.3364
7157,0.2097,0.1179,0.3364
7158,0.2097,0.1179,0.3364
7159,0.2097,0.1179,0.3364
7160,0.2097,0.1179,0.3364
7161,0.2097,0.1179,0.3364
7162,0.2097,0.1179,0.3364
7163,0.2097,0.1179,0.3364
7164,0.2097,0.1179,0.3364
7165,0.2097,0.1179,0.3364
7166,0.2097,0.1179,0.3364
7167,0.2097,0.1179,0.3364
7168,0.2097,0.1179,0.3364
7169,0.2097,0.1179,0.3364
7170,0.2097,0.1179,0.3364
7171,0.2097,0.1179,0.3364
7172,0.2097,0.1179,0.3364
7173,0.2097,0.1179,0.3364
7174,0.2097,0.1179,0.3364
7175,0.2097,0.1179,0.3364
7176,0.2097,0.1179,0.3364
7177,0.2097,0.1179,0.3364
7178,0.2097,0.1179,0.3364
7179,0.2097,0.1179,0.3364
7180,0.2097,0.1179,0.3364
7181,0.2097,0.1179,0.3364
7182,0.2097,0.1179,0.3364
7183,0.2097,0.1179,0.3364
7184,0.2097,0.1179,0.3364
7185,0.2097,0.1179,0.3364
7186,0.2097,0.1179,0.3364
7187,0.2097,0.1179,0.3364
7188,0.2097,0.1179,0.3364
7189,0.2097,0.1179,0.3364
7190,0.2097,0.1179,0.3364
7191,0.2097,0.1179,0.3364
7192,0.2097,0.1179,0.3364
7193,0.2097,0.1179,0.3364
7194,0.2097,0.1179,0.3364
7195,0.2097,0.1179,0.3364
7196,0.2097,0.1179,0.3364
7197,0.2097,0.1179,0.3364
7198,0.2097,0.1179,0.3364
7199,0.2097,0.1179,0.3364
7200,0.2097,0.1179,0.3364
7201,0.2097,0.1179,0.3364
7202,0.2097,0.1179,0.3364
7203,0.2097,0.1179,0.3364
7204,0.2097,0.1179,0.3364
7205,0.2097,0.1179,0.3364
7206,0.2097,0.1179,0.3364
7207,0.2097,0.1179,0.3364
7208,0.2097,0.1179,0.3364
7209,0.2097,0.1179,0.3364
7210,0.2097,0.1179,0.3364
7211,0.2097,0.1179,0.3364
7212,0.2097,0.1179,0.3364
7213,0.2097,0.1179,0.3364
7214,0.2097,0.1179,0.3364
7215,0.2097,0.1179,0.3364
7216,0.2097,0.1179,0.3364
7217,0.2097,0.1179,0.3364
7218,0.2097,0.1179,0.3364
7219,0.2097,0.1179,0.3364
7220,0.2097,0.1179,0.3364
7221,0.2097,0.1179,0.3364
7222,0.2097,0.1179,0.3364
7223,0.2097,0.1179,0.3364
7224,0.2097,0.1179,0.3364
7225,0.2097,0.1179,0.3364
7226,0.2097,0.1179,0.3364
7227,0.2097,0.1179,0.3364
7228,0.2097,0.1179,0.3364
7229,0.2097,0.1179,0.3364
7230,0.2097,0.1179,0.3364
7231,0.2097,0.1179,0.3364
7232,0.2097,0.1179,0.3364
7233,0.2097,0.1179,0.3364
7234,0.2097,0.1179,0.3364
7235,0.2097,0.1179,0.3364
7236,0.2097,0.1179,0.3364
7237,0.2097,0.1179,0.3364
7238,0.2097,0.1179,0.3364
7239,0.2097,0.1179,0.3364
7240,0.2097,0.1179,0.3364
7241,0.2097,0.1179,0.3364
7242,0.2097,0.1179,0.3364
7243,0.2097,0.1179,0.3364
7244,0.2097,0.1179,0.3364
7245,0.2097,0.1179,0.3364
7246,0.2097,0.1179,0.3364
7247,0.2097,0.1179,0.3364
7248,0.2097,0.1179,0.3364
7249,0.2097,0.1179,0.3364
7250,0.2097,0.1179,0.3364
7251,0.2097,0.1179,0.3364
7252,0.2097,0.1179,0.3364
7253,0.2097,0.1179,0.3364
7254,0.2097,0.1179,0.3364
7255,0.2097,0.1179,0.3364
7256,0.2097,0.1179,0.3364
7257,0.2097,0.1179,0.3364
7258,0.2097,0.1179,0.3364
7259,0.2097,0.1179,0.3364
7260,0.2097,0.1179,0.3364
7261,0.2097,0.1179,0.3364
7262,0.2097,0.1179,0.3364
7263,0.2097,0.1179,0.3364
7264,0.2097,0.1179,0.3364
7265,0.2097,0.1179,0.3364
7266,0.2097,0.1179,0.3364
7267,0.2097,0.1179,0.3364
7268,0.2097,0.1179,0.3364
7269,0.2097,0.1179,0.3364
7270,0.2097,0.1179,0.3364
7271,0.2097,0.1179,0.3364
7272,0.2097,0.1179,0.3364
7273,0.2097,0.1179,0.3364
7274,0.2097,0.1179,0.3364
7275,0.2097,0.1179,0.3364
7276,0.2097,0.1179,0.3364
7277,0.2097,0.1179,0.3364
7278,0.2097,0.1179,0.3364
7279,0.2097,0.1179,0.3364
7280,0.2097,0.1179,0.3364
7281,0.2097,0.1179,0.3364
7282,0.2097,0.1179,0.3364
7283,0.2097,0.1179,0.3364
7284,0.2097,0.1179,0.3364
7285,0.2097,0.1179,0.3364
7286,0.2097,0.1179,0.3364
7287,0.2097,0.1179,0.3364
7288,0.2097,0.1179,0.3364
7289,0.2097,0.1179,0.3364
7290,0.2097,0.1179,0.3364
7291,0.2097,0.1179,0.3364
7292,0.2097,0.1179,0.3364
7293,0.2097,0.1179,0.3364
7294,0.2097,0.1179,0.3364
7295,0.2097,0.1179,0.3364
7296,0.2097,0.1179,0.3364
7297,0.2097,0.1179,0.3364
7298,0.2097,0.1179,0.3364
7299,0.2097,0.1179,0.3364
7300,0.2097,0.1179,0.3364
7301,0.2097,0.1179,0.3364
7302,0.2097,0.1179,0.3364
7303,0.2097,0.1179,0.3364
7304,0.2097,0.1179,0.3364
7305,0.2097,0.1179,0.3364
7306,0.2097,0.1179,0.3364
7307,0.2097,0.1179,0.3364
7308,0.2097,0.1179,0.3364
7309,0.2097,0.1179,0.3364
7310,0.2097,0.1179,0.3364
7311,0.2097,0.1179,0.3364
7312,0.2097,0.1179,0.3364
7313,0.2097,0.1179,0.3364
7314,0.2097,0.1179,0.3364
7315,0.2097,0.1179,0.3364
7316,0.2097,0.1179,0.3364
7317,0.2097,0.1179,0.3364
7318,0.2097,0.1179,0.3364
7319,0.2097,0.1179,0.3364
7320,0.2097,0.1179,0.3364
7321,0.2097,0.1179,0.3364
7322,0.2097,0.1179,0.3364
7323,0.2097,0.1179,0.3364
7324,0.2097,0.1179,0.3364
7325,0.2097,0.1179,0.3364
7326,0.2097,0.1179,0.3364
7327,0.2097,0.1179,0.3364
7328,0.2097,0.1179,0.3364
7329,0.2097,0.1179,0.3364
7330,0.2097,0.1179,0.3364
7331,0.2097,0.1179,0.3364
7332,0.2097,0.1179,0.3364
7333,0.2097,0.1179,0.3364
7334,0.2097,0.1179,0.3364
7335,0.2097,0.1179,0.3364
7336,0.2097,0.1179,0.3364
7337,0.2097,0.1179,0.3364
7338,0.2097,0.1179,0.3364
7339,0.2097,0.1179,0.3364
7340,0.2097,0.1179,0.3364
7341,0.2097,0.1179,0.3364
7342,0.2097,0.1179,0.3364
7343,0.2097,0.1179,0.3364
7344,0.2097,0.1179,0.3364
7345,0.2097,0.1179,0.3364
7346,0.2097,0.1179,0.3364
7347,0.2097,0.1179,0.3364
7348,0.2097,0.1179,0.3364
7349,0.2097,0.1179,0.3364
7350,0.2097,0.1179,0.3364
7351,0.2097,0.1179,0.3364
7352,0.2097,0.1179,0.3364
7353,0.2097,0.1179,0.3364
7354,0.2097,0.1179,0.3364
7355,0.2097,0.1179,0.3364
7356,0.2097,0.1179,0.3364
7357,0.2097,0.1179,0.3364
7358,0.2097,0.1179,0.3364
7359,0.2097,0.1179,0.3364
7360,0.2097,0.1179,0.3364
7361,0.2097,0.1179,0.3364
7362,0.2097,0.1179,0.3364
7363,0.2097,0.1179,0.3364
7364,0.2097,0.1179,0.3364
7365,0.2097,0.1179,0.3364
7366,0.2097,0.1179,0.3364
7367,0.2097,0.1179,0.3364
7368,0.2097,0.1179,0.3364
7369,0.2097,0.1179,0.3364
7370,0.2097,0.1179,0.3364
7371,0.2097,0.1179,0.3364
7372,0.2097,0.1179,0.3364
7373,0.2097,0.1179,0.3364
7374,0.2097,0.1179,0.3364
7375,0.2097,0.1179,0.3364
7376,0.2097,0.1179,0.3364
7377,0.2097,0.1179,0.3364
7378,0.2097,0.1179,0.3364
7379,0.2097,0.1179,0.3364
7380,0.2097,0.1179,0.3364
7381,0.2097,0.1179,0.3364
7382,0.2097,0.1179,0.3364
7383,0.2097,0.1179,0.3364
7384,0.2097,0.1179,0.3364
7385,0.2097,0.1179,0.3364
7386,0.2097,0.1179,0.3364
